id1	rate	id
39073	0	39073
19065	0	19065
39075	0	39075
19067	0	19067
39077	0	39077
19069	0	19069
39079	0	39079
28133	0	28133
28131	0	28131
28137	0	28137
28135	0	28135
28139	0	28139
37185	0	37185
55017	0	55017
22105	0	22105
51199	1	51199
40013	0	40013
51195	0	51195
51197	0	51197
22107	0	22107
51191	0	51191
51193	0	51193
22081	0	22081
22083	0	22083
51750	4	51750
22085	0	22085
22087	0	22087
22109	3	22109
22089	0	22089
40017	0	40017
19097	0	19097
13011	0	13011
26035	0	26035
16043	0	16043
21059	0	21059
21053	0	21053
21051	0	21051
16041	0	16041
21057	0	21057
21055	0	21055
2220	0	02220
21237	0	21237
21235	0	21235
21233	0	21233
21231	0	21231
72081	0	72081
53045	0	53045
26037	1	26037
53047	1	53047
47111	0	47111
53041	1	53041
21239	1	21239
17129	0	17129
13321	0	13321
17123	0	17123
17121	0	17121
17127	0	17127
17125	0	17125
48179	0	48179
72087	0	72087
26135	0	26135
26137	0	26137
26131	0	26131
26133	0	26133
72089	0	72089
47119	0	47119
26139	3	26139
20125	0	20125
20127	0	20127
20121	0	20121
20123	0	20123
20129	0	20129
17057	0	17057
17055	0	17055
17053	0	17053
17051	0	17051
48383	0	48383
48381	0	48381
48187	0	48187
48387	0	48387
17059	0	17059
13211	0	13211
53033	129	53033
13215	2	13215
13217	0	13217
13219	0	13219
38069	0	38069
26031	1	26031
48259	0	48259
48251	1	48251
48253	0	48253
48255	0	48255
48257	3	48257
45007	0	45007
41071	0	41071
45005	0	45005
45003	2	45003
45001	0	45001
48039	2	48039
45009	0	45009
20011	0	20011
20013	0	20013
20015	0	20015
20017	0	20017
20019	0	20019
1047	0	01047
28117	0	28117
40109	18	40109
37069	1	37069
13109	0	13109
37065	1	37065
13105	0	13105
37067	1	37067
13107	0	13107
37061	0	37061
13101	0	13101
37063	14	37063
13103	0	13103
48221	0	48221
4009	18	04009
38025	0	38025
29183	0	29183
54069	2	54069
29185	0	29185
20081	0	20081
29187	0	29187
29186	0	29186
4001	0	04001
54063	0	54063
4003	1	04003
54061	13	54061
4005	2	04005
38029	0	38029
4007	0	04007
54065	0	54065
39051	0	39051
28119	0	28119
8105	0	08105
8107	0	08107
8101	0	08101
40073	1	40073
48059	0	48059
8109	0	08109
30059	0	30059
34009	0	34009
72149	0	72149
30051	0	30051
34003	9	34003
30053	0	30053
34001	1	34001
30055	0	30055
34007	4	34007
30057	0	30057
34005	2	34005
18013	0	18013
18011	3	18011
18017	1	18017
18015	0	18015
18019	3	18019
28055	0	28055
28057	0	28057
28051	0	28051
28053	0	28053
26023	0	26023
29053	0	29053
29051	0	29051
18087	0	18087
29057	0	29057
29055	0	29055
72039	0	72039
29059	0	29059
48385	0	48385
37119	31	37119
72019	0	72019
36015	0	36015
72017	0	72017
13213	0	13213
27079	0	27079
27077	0	27077
31185	0	31185
27075	0	27075
27073	0	27073
31181	0	31181
27071	0	27071
31183	0	31183
48481	0	48481
72013	0	72013
31053	0	31053
31051	0	31051
31057	0	31057
35029	0	35029
31055	22	31055
35027	0	35027
35025	0	35025
31059	0	31059
35023	0	35023
35021	0	35021
55083	0	55083
55081	0	55081
55087	2	55087
55085	0	55085
55089	1	55089
47149	11	47149
51690	0	51690
36019	0	36019
47141	0	47141
47143	0	47143
47145	1	47145
47147	0	47147
19073	0	19073
19071	0	19071
39089	5	39089
19077	0	19077
19075	0	19075
39085	5	39085
39087	4	39087
19079	0	19079
39081	0	39081
39083	1	39083
28129	0	28129
35057	0	35057
28125	0	28125
28127	0	28127
28121	11	28121
28123	0	28123
16083	0	16083
16081	0	16081
16087	0	16087
16085	0	16085
29225	0	29225
2150	0	02150
27143	0	27143
51610	0	51610
51187	0	51187
51185	0	51185
2158	0	02158
51181	0	51181
27095	0	27095
22093	0	22093
27097	0	27097
22091	0	22091
27091	0	27091
22097	0	22097
27093	0	27093
22095	0	22095
22099	0	22099
27099	0	27099
21045	0	21045
21047	0	21047
21041	0	21041
21043	0	21043
17203	0	17203
17201	6	17201
21049	0	21049
48033	0	48033
2230	0	02230
48035	1	48035
72005	0	72005
48037	0	48037
39033	0	39033
51678	0	51678
17117	0	17117
21221	0	21221
17115	3	17115
21223	0	21223
17113	2	17113
21225	0	21225
17111	2	17111
21227	1	21227
5055	0	05055
53057	2	53057
5057	0	05057
53055	0	53055
5051	0	05051
53053	13	53053
5053	0	05053
53051	0	53051
36099	0	36099
36097	1	36097
26029	0	26029
36095	1	36095
36093	0	36093
36091	5	36091
51670	0	51670
42087	0	42087
26127	1	26127
42085	0	42085
26125	8	26125
42083	0	42083
26123	1	26123
42081	3	42081
26121	3	26121
42089	2	42089
26129	0	26129
20151	0	20151
10005	0	10005
20153	0	20153
20155	0	20155
10001	1	10001
20157	0	20157
10003	4	10003
20159	0	20159
17063	0	17063
48131	0	48131
17061	0	17061
17067	0	17067
17065	0	17065
17069	0	17069
48421	0	48421
56029	0	56029
30077	0	30077
31079	0	31079
5059	1	05059
48427	0	48427
30075	0	30075
48425	0	48425
30073	0	30073
46089	0	46089
45033	0	45033
45031	0	45031
56027	0	56027
45037	0	45037
30071	0	30071
45035	1	45035
41065	0	41065
45039	0	45039
41067	5	41067
41061	0	41061
41063	0	41063
48283	0	48283
48281	0	48281
48287	0	48287
48285	0	48285
31071	0	31071
48289	0	48289
13179	0	13179
36077	2	36077
36071	1	36071
36073	0	36073
37079	0	37079
13171	0	13171
37077	0	37077
13173	0	13173
37075	0	37075
13175	0	13175
37073	0	37073
13177	0	13177
37071	0	37071
54057	0	54057
54055	3	54055
8009	0	08009
54051	0	54051
8005	0	08005
8007	0	08007
32021	0	32021
8001	2	08001
8003	0	08003
38051	0	38051
38053	0	38053
4019	0	04019
38055	0	38055
29197	0	29197
38057	0	38057
29195	0	29195
4012	0	04012
4013	0	04013
4011	0	04011
4017	0	04017
4015	1	04015
42117	0	42117
13005	0	13005
40003	1	40003
13001	0	13001
13003	0	13003
6091	0	06091
40009	1	40009
13009	0	13009
30049	2	30049
30043	0	30043
30041	0	30041
30047	2	30047
19187	0	19187
72007	0	72007
18009	0	18009
40101	0	40101
18005	0	18005
18007	0	18007
18001	0	18001
18003	2	18003
20205	0	20205
28023	3	28023
40103	0	40103
20201	0	20201
20203	0	20203
28029	0	28029
13269	0	13269
20209	0	20209
40105	0	40105
37107	0	37107
37105	1	37105
29049	0	29049
37101	0	37101
13125	0	13125
29047	0	29047
72049	0	72049
29041	0	29041
29510	0	29510
29043	1	29043
27069	0	27069
27061	0	27061
27063	0	27063
27065	0	27065
27067	1	27067
34037	2	34037
35039	0	35039
34035	2	34035
34033	4	34033
34031	3	34031
31067	0	31067
35031	0	35031
31065	0	31065
35033	0	35033
31063	0	31063
35035	0	35035
34039	4	34039
35037	0	35037
51021	0	51021
2090	2	02090
55099	0	55099
6089	3	06089
55015	0	55015
6087	3	06087
55095	0	55095
19193	2	19193
55097	0	55097
6083	8	06083
51023	3	51023
6081	5	06081
55093	2	55093
31085	0	31085
31087	0	31087
47159	0	47159
31081	0	31081
31083	0	31083
46037	0	46037
47153	0	47153
47151	0	47151
31089	0	31089
47157	39	47157
47155	1	47155
29181	0	29181
46035	0	46035
51027	0	51027
19049	1	19049
39099	3	39099
19047	0	19047
39097	0	39097
19045	0	19045
39147	1	39147
19043	0	19043
39093	9	39093
19041	0	19041
39091	0	39091
28159	0	28159
51029	0	51029
38027	0	38027
26015	0	26015
39149	0	39149
28151	4	28151
28153	0	28153
46031	0	46031
28155	1	28155
28157	0	28157
38021	0	38021
38023	0	38023
48379	0	48379
55019	0	55019
29189	0	29189
16031	0	16031
5129	0	05129
40085	0	40085
54067	0	54067
27087	0	27087
27085	0	27085
27083	0	27083
27081	0	27081
51730	0	51730
40061	0	40061
48371	0	48371
27089	0	27089
21031	0	21031
21033	0	21033
21035	0	21035
21037	0	21037
21039	0	21039
48377	0	48377
22045	1	22045
39111	0	39111
22047	0	22047
22041	0	22041
17029	1	17029
22043	0	22043
25027	14	25027
25025	93	25025
22049	0	22049
25023	11	25023
25021	5	25021
6065	35	06065
6067	24	06067
6061	12	06061
6063	0	06063
6069	0	06069
26011	0	26011
51640	0	51640
37169	0	37169
56015	0	56015
17101	0	17101
53069	0	53069
17103	0	17103
56011	0	56011
17105	0	17105
56013	0	56013
17107	0	17107
53063	14	53063
17109	0	17109
53061	7	53061
5045	0	05045
53067	11	53067
5043	0	05043
53065	0	53065
5041	0	05041
36089	0	36089
21149	0	21149
17145	0	17145
21145	0	21145
36081	5	36081
21147	0	21147
19133	0	19133
21141	0	21141
36085	11	36085
21143	0	21143
36087	1	36087
17147	0	17147
40075	0	40075
17141	0	17141
49011	2	49011
42091	0	42091
26111	1	26111
40077	0	40077
26117	0	26117
42095	2	42095
26115	4	26115
42097	0	42097
49019	0	49019
42099	0	42099
26119	0	26119
17143	5	17143
40071	0	40071
20143	0	20143
20141	0	20141
20147	0	20147
20145	0	20145
8103	0	08103
17079	1	17079
17075	0	17075
17077	2	17077
17071	0	17071
17073	0	17073
51019	0	51019
40079	0	40079
48413	0	48413
41019	1	41019
45029	0	45029
41011	0	41011
45025	0	45025
41013	0	41013
45027	0	45027
41015	0	41015
45021	1	45021
41017	2	41017
45023	0	45023
24047	0	24047
24045	4	24045
24043	1	24043
48299	0	48299
24041	0	24041
29219	1	29219
48295	0	48295
40031	0	40031
48291	4	48291
48293	1	48293
51045	0	51045
53013	0	53013
36067	12	36067
37049	0	37049
13169	0	13169
36063	2	36063
36061	126	36061
37043	0	37043
13163	1	13163
37041	0	37041
13161	0	13161
37047	0	37047
13167	0	13167
37045	0	37045
13165	0	13165
9015	1	09015
54041	0	54041
4025	3	04025
54043	0	54043
9011	4	09011
54045	0	54045
4021	75	04021
8019	0	08019
8017	0	08017
8014	0	08014
8015	0	08015
8013	7	08013
8011	0	08011
38043	0	38043
38041	0	38041
38047	0	38047
38045	0	38045
38049	0	38049
39007	0	39007
13017	0	13017
13015	1	13015
13013	0	13013
30109	0	30109
40015	1	40015
30107	0	30107
30105	0	30105
40019	0	40019
30103	0	30103
30101	0	30101
13019	0	13019
18079	0	18079
18071	0	18071
18073	0	18073
18075	0	18075
46107	0	46107
18077	1	18077
28033	0	28033
28031	0	28031
28037	0	28037
28035	2	28035
28039	0	28039
37133	2	37133
37131	2	37131
37137	0	37137
37135	6	37135
29031	37	29031
29033	0	29033
29035	0	29035
29037	1	29037
47099	0	47099
47093	13	47093
47091	0	47091
47097	0	47097
47095	0	47095
18105	7	18105
16037	0	16037
18107	0	18107
18101	0	18101
18103	0	18103
27133	0	27133
18109	1	18109
16035	0	16035
51071	0	51071
39037	0	39037
16033	0	16033
27137	0	27137
29145	0	29145
34021	4	34021
29147	0	29147
34023	9	34023
29141	0	29141
34025	5	34025
29143	0	29143
34027	5	34027
34029	6	34029
31073	0	31073
29149	0	29149
31075	0	31075
30079	0	30079
31077	0	31077
47167	0	47167
6099	7	06099
47165	3	47165
19189	0	19189
47163	1	47163
47161	0	47161
19183	2	19183
6093	0	06093
6095	4	06095
47169	0	47169
6097	4	06097
31097	0	31097
31095	0	31095
31093	0	31093
31091	0	31091
31099	0	31099
19059	1	19059
55039	0	55039
49021	0	49021
19051	0	19051
19053	0	19053
19055	0	19055
19057	0	19057
31141	0	31141
28149	0	28149
51740	0	51740
28143	0	28143
28141	0	28141
28147	0	28147
28145	0	28145
37113	0	37113
37031	0	37031
72131	0	72131
22123	0	22123
22121	0	22121
22127	0	22127
22125	0	22125
2170	0	02170
31143	0	31143
72135	0	72135
39135	0	39135
39137	1	39137
39131	1	39131
39133	7	39133
51720	0	51720
72137	0	72137
39139	7	39139
21023	1	21023
21021	0	21021
21027	0	21027
21025	0	21025
21029	0	21029
40057	0	40057
22057	1	22057
25019	2	25019
22055	2	22055
22053	0	22053
22051	1	22051
25013	10	25013
25011	0	25011
25017	36	25017
25015	4	25015
22059	0	22059
6077	11	06077
6075	66	06075
6073	64	06073
6071	18	06071
31145	0	31145
6079	6	06079
48271	0	48271
51650	0	51650
26003	0	26003
56007	0	56007
5079	0	05079
56005	0	56005
56003	0	56003
56001	1	56001
5073	0	05073
5071	1	05071
5077	0	05077
53031	0	53031
5075	0	05075
56009	0	56009
48183	2	48183
21159	0	21159
21157	2	21157
21155	0	21155
21153	0	21153
21151	6	21151
48279	0	48279
31147	0	31147
46121	0	46121
49003	0	49003
49001	0	49001
42069	6	42069
26109	0	26109
49005	1	49005
42065	0	42065
26105	0	26105
42067	0	42067
26107	1	26107
42061	0	42061
26101	0	26101
42063	8	42063
26103	0	26103
40053	0	40053
40107	0	40107
20179	0	20179
48355	45	48355
20175	2	20175
20173	0	20173
20171	0	20171
17009	0	17009
17001	2	17001
41051	286	41051
17003	0	17003
17005	0	17005
17007	0	17007
13185	2	13185
53075	1	53075
53077	6	53077
53071	0	53071
53073	3	53073
40051	0	40051
40055	0	40055
48401	0	48401
45051	3	45051
41003	2	41003
45053	0	45053
40033	0	40033
45055	1	45055
41007	209	41007
45057	0	45057
41005	2	41005
29203	0	29203
29201	0	29201
29207	0	29207
29205	0	29205
29209	0	29209
13157	0	13157
37055	0	37055
13155	0	13155
37057	0	37057
13153	1	13153
37051	5	37051
13151	1	13151
37053	0	37053
1015	0	01015
1017	0	01017
1011	0	01011
37059	0	37059
1013	0	01013
36053	1	36053
33009	2	33009
42111	1	42111
36055	8	36055
33003	0	33003
48409	0	48409
33001	1	33001
33007	0	33007
33005	0	33005
9007	0	09007
8029	2	08029
9005	0	09005
9003	14	09003
9001	8	09001
8023	0	08023
8021	0	08021
8027	0	08027
8025	0	08025
9009	11	09009
48175	0	48175
48177	0	48177
48171	0	48171
38079	0	38079
38077	0	38077
38075	0	38075
38073	0	38073
48407	0	48407
38071	0	38071
20195	0	20195
20197	0	20197
20191	0	20191
20193	0	20193
40025	0	40025
42107	0	42107
20199	0	20199
13023	0	13023
13021	3	13021
13027	0	13027
13025	0	13025
40027	4	40027
30111	0	30111
1123	0	01123
1125	9	01125
55013	0	55013
1127	0	01127
35028	0	35028
18069	1	18069
18063	4	18063
18061	0	18061
18067	2	18067
18065	0	18065
28009	0	28009
28007	0	28007
28005	0	28005
28003	0	28003
53021	1	53021
72009	0	72009
29029	0	29029
37129	4	37129
20033	0	20033
29023	2	29023
29021	0	29021
29027	0	29027
29025	0	29025
18117	0	18117
18115	0	18115
18113	0	18113
18111	0	18111
18119	0	18119
45077	1	45077
51007	0	51007
40123	0	40123
24510	0	24510
38095	0	38095
29157	0	29157
38097	0	38097
30063	3	30063
38091	0	38091
29153	0	29153
38093	0	38093
29151	0	29151
45073	14	45073
38099	0	38099
29159	0	29159
47171	0	47171
47173	0	47173
39129	0	39129
37115	0	37115
47179	0	47179
13121	2	13121
29217	0	29217
51005	0	51005
47027	0	47027
47085	0	47085
47087	0	47087
45079	0	45079
47083	0	47083
47089	2	47089
55141	0	55141
19083	0	19083
19081	0	19081
37117	0	37117
16059	0	16059
42037	0	42037
19085	0	19085
16055	0	16055
19089	0	19089
16051	0	16051
16053	0	16053
48375	1	48375
51710	0	51710
2164	0	02164
48199	0	48199
51087	1	51087
39127	1	39127
51085	0	51085
39125	0	39125
51083	0	51083
39123	0	39123
51081	0	51081
39121	0	39121
72015	0	72015
31155	0	31155
51089	0	51089
37111	0	37111
25005	5	25005
25007	0	25007
25001	2	25001
21019	2	21019
25003	2	25003
21017	0	21017
21015	0	21015
21013	0	21013
25009	13	25009
21011	0	21011
22063	0	22063
22061	2	22061
22067	0	22067
22065	0	22065
51001	0	51001
22069	0	22069
6043	0	06043
53029	0	53029
6041	2	06041
49009	0	49009
6047	3	06047
6045	1	06045
48389	0	48389
46119	0	46119
48197	0	48197
6049	0	06049
51660	0	51660
31153	0	31153
56033	0	56033
56031	0	56031
56037	0	56037
56035	0	56035
56039	0	56039
72001	0	72001
21169	0	21169
32031	9	32031
32033	0	32033
21163	0	21163
48359	0	48359
21161	0	21161
21167	0	21167
21165	0	21165
48195	0	48195
49031	0	49031
51049	0	51049
20177	3	20177
46029	0	46029
31151	0	31151
49039	8	49039
42079	3	42079
46025	0	46025
42077	6	42077
49035	20	49035
42075	0	42075
46021	0	46021
42073	0	42073
46023	0	46023
42071	14	42071
20169	0	20169
40011	0	40011
48349	0	48349
48347	2	48347
20163	0	20163
20165	0	20165
20167	0	20167
51043	0	51043
17019	7	17019
48353	0	48353
51590	0	51590
17013	0	17013
17011	0	17011
17017	0	17017
17015	0	17015
48193	0	48193
55035	0	55035
17167	0	17167
19177	0	19177
51017	0	51017
38009	0	38009
55033	1	55033
26005	0	26005
5065	0	05065
26007	0	26007
5067	0	05067
26001	0	26001
5061	0	05061
53007	3	53007
5063	0	05063
53009	0	53009
55049	0	55049
2282	0	02282
26009	0	26009
5069	0	05069
48505	0	48505
38005	0	38005
48501	0	48501
48503	0	48503
45043	0	45043
45041	2	45041
45047	0	45047
45045	0	45045
53023	0	53023
48499	0	48499
37021	6	37021
13141	0	13141
37023	0	37023
33017	1	33017
37025	2	37025
13145	0	13145
37027	0	37027
1009	0	01009
37029	0	37029
1007	1	01007
1005	0	01005
1003	2	01003
1001	0	01001
48189	1	48189
42105	0	42105
36049	0	36049
42101	113	42101
36045	0	36045
1067	0	01067
36041	0	36041
36043	0	36043
48167	2	48167
48165	0	48165
48163	0	48163
48161	0	48161
38061	0	38061
38063	0	38063
38065	0	38065
38067	0	38067
20187	0	20187
20185	0	20185
20183	0	20183
20181	0	20181
20189	0	20189
41037	0	41037
40039	0	40039
41035	0	41035
41033	0	41033
13039	0	13039
41031	0	41031
1133	1	01133
72151	0	72151
1131	0	01131
13031	1	13031
41039	4	41039
13033	0	13033
18057	5	18057
18055	0	18055
48095	0	48095
18053	0	18053
18051	0	18051
18059	0	18059
51101	0	51101
30045	0	30045
31163	0	31163
29017	0	29017
28019	0	28019
29015	0	29015
29013	0	29013
72127	0	72127
29011	0	29011
28011	0	28011
28013	0	28013
28015	0	28015
29019	8	29019
28017	0	28017
37159	0	37159
8035	1	08035
8037	0	08037
8031	67	08031
8033	0	08033
37151	0	37151
37153	0	37153
37155	1	37155
8039	0	08039
37157	0	37157
53037	0	53037
18123	0	18123
18121	0	18121
18127	2	18127
18125	0	18125
51520	0	51520
31161	0	31161
18129	0	18129
21081	0	21081
55041	0	55041
29163	0	29163
38087	0	38087
29161	0	29161
38085	0	38085
29167	1	29167
38083	0	38083
29165	0	29165
38081	0	38081
30095	0	30095
29169	0	29169
30091	0	30091
30093	0	30093
38089	0	38089
45059	0	45059
47189	0	47189
48453	0	48453
47185	0	47185
47187	9	47187
49007	0	49007
47181	0	47181
47183	1	47183
51183	0	51183
41009	0	41009
31167	0	31167
72123	0	72123
48457	0	48457
28161	0	28161
28163	0	28163
48455	0	48455
40127	0	40127
27159	0	27159
48031	0	48031
22101	0	22101
22103	0	22103
19099	0	19099
16049	0	16049
16047	0	16047
16045	0	16045
19091	0	19091
19093	0	19093
31165	0	31165
51700	0	51700
2110	0	02110
28059	0	28059
39113	9	39113
51091	0	51091
32510	0	32510
51093	0	51093
39117	0	39117
51095	1	51095
39115	0	39115
51097	0	51097
51099	0	51099
39119	0	39119
27153	0	27153
21009	0	21009
21001	0	21001
21003	0	21003
21005	0	21005
21007	0	21007
48357	0	48357
22079	4	22079
22075	0	22075
22077	0	22077
22071	47	22071
22073	1	22073
46102	0	46102
46103	4	46103
46101	0	46101
2020	1	02020
46105	0	46105
6055	4	06055
6057	2	06057
6051	0	06051
6053	8	06053
27165	0	27165
53017	0	53017
27167	0	27167
27161	0	27161
27163	0	27163
27169	1	27169
72117	0	72117
21175	0	21175
53043	0	53043
21177	0	21177
21171	0	21171
21173	0	21173
51067	0	51067
56025	0	56025
30089	0	30089
21179	0	21179
56023	0	56023
32027	0	32027
32023	0	32023
30087	0	30087
1019	0	01019
22113	0	22113
32029	0	32029
30085	0	30085
30083	0	30083
49029	0	49029
42049	6	42049
46039	0	46039
42043	19	42043
26163	31	26163
42041	4	42041
26161	14	26161
42047	1	42047
46033	0	46033
42045	2	42045
26165	0	26165
17027	0	17027
17025	0	17025
17023	1	17023
17021	0	17021
5125	0	05125
5127	0	05127
5121	0	05121
55071	0	55071
5123	0	05123
48225	0	48225
13159	0	13159
72145	0	72145
51820	0	51820
47053	1	47053
48081	0	48081
42115	0	42115
36051	0	36051
5011	0	05011
26017	4	26017
5013	0	05013
53011	6	53011
5015	0	05015
26013	0	26013
5017	0	05017
53015	5	53015
5019	0	05019
36057	0	36057
2290	0	02290
53019	0	53019
26019	0	26019
42113	0	42113
42033	0	42033
48227	0	48227
46063	0	46063
29229	0	29229
72147	0	72147
13255	0	13255
29221	0	29221
29223	0	29223
36059	7	36059
29227	0	29227
37033	0	37033
1039	0	01039
13257	0	13257
37037	0	37037
37035	0	37035
1033	0	01033
42119	0	42119
1031	0	01031
37039	0	37039
1037	0	01037
1035	0	01035
36117	0	36117
36039	1	36039
46069	0	46069
42131	0	42131
48191	0	48191
36031	0	36031
36033	0	36033
36115	0	36115
36035	0	36035
36037	0	36037
46109	0	46109
54099	0	54099
54093	0	54093
54091	0	54091
54097	0	54097
54095	0	54095
72011	0	72011
48153	0	48153
48151	0	48151
48157	3	48157
48155	0	48155
72003	0	72003
48405	0	48405
48159	0	48159
41001	0	41001
48403	0	48403
1107	0	01107
1105	0	01105
1103	0	01103
1101	8	01101
1109	0	01109
13049	0	13049
41021	0	41021
45075	1	45075
41023	0	41023
48085	8	48085
41025	0	41025
45071	0	45071
41027	0	41027
48089	0	48089
41029	3	41029
13043	0	13043
13045	3	13045
13047	0	13047
18041	0	18041
18043	0	18043
18045	0	18045
18047	0	18047
18049	0	18049
72143	0	72143
48087	0	48087
55078	0	55078
29001	0	29001
29003	0	29003
29005	0	29005
29007	0	29007
29009	0	29009
31171	0	31171
8041	11	08041
8043	0	08043
37149	0	37149
8045	0	08045
72115	0	72115
8047	0	08047
51011	0	51011
8049	0	08049
37143	0	37143
37141	0	37141
37147	6	37147
37145	0	37145
51013	7	51013
31139	0	31139
48173	0	48173
51025	0	51025
31135	0	31135
31137	0	31137
31131	0	31131
31133	0	31133
51015	1	51015
18139	0	18139
18135	0	18135
18137	0	18137
18131	0	18131
18133	1	18133
31173	0	31173
53059	0	53059
72113	0	72113
72111	0	72111
29179	0	29179
21229	0	21229
29175	0	29175
29177	0	29177
29171	0	29171
29173	0	29173
35006	0	35006
17119	0	17119
31175	0	31175
72119	0	72119
72021	0	72021
