s1,s2,Tweet_Id,Created_At,Timestamp_ms,Text,Keyword,User_Id,Screen_name,Description,Retweet_cnt,Favorite_count,Friend_cnt,Location,Geo
3943,1632,8.44E+17, Sun Mar 19 23:44:01 +0000 2017,1.48997E+12, f i need a xanax,  xanax,409635641, 71rzrbck, desertstorm and somalia veteran usn proud father and husband love god  country  vets and razorbacks whoopig hognation veterans usa love r hogs win or lose,0,0,716, Lowell: AR, None
3944,1633,8.44E+17, Sun Mar 19 23:44:31 +0000 2017,1.48997E+12, things would be so much simpler if i could just administer xanax into you whenever i want @caracaralynreid,  xanax,892636532, lilmyslo, none,0,0,356, San Diego: CA, None
3948,1637,8.44E+17, Sun Mar 19 23:52:31 +0000 2017,1.48997E+12, no house dont do it dont take the vicodin ,  vicodin,163529968, JLFHx, thelessyouknowthebetter,0,0,448, Manhattan: NY, None
3949,1638,8.44E+17, Sun Mar 19 23:54:35 +0000 2017,1.48997E+12, poisoncontrol centers nationwide receive calls about kids  teens exposed to opioids an average of 32 times a day ,  opioid,63964871, ColumbusCP, columbus city and press,0,0,10, Columbus: OH, {'coordinates': [39.96378925: -82.99527267]: 'type': 'Point'}
3951,1640,8.44E+17, Sun Mar 19 23:57:41 +0000 2017,1.48997E+12, im on hydrocodone in a walmart i feel alive for the very first time,  hydrocodone,50071533, jmsnmhr, i like anything havinb to do with space. i would love to be able to go uo in space.,0,0,760, nashville: tn, None
3955,1644,8.44E+17, Mon Mar 20 00:00:08 +0000 2017,1.48997E+12, that would be too rational. is this tweet sponsored by xanax ,  xanax,24852667, TheVFCastro, editor @wreckemred  author. writer. i love all sports  and with gin  i tolerate most teams. harvard university alb candidate. fwaa. future gov of texas,0,0,698, Austin: TX, None
3957,1646,8.44E+17, Mon Mar 20 00:02:42 +0000 2017,1.48997E+12, in terms of like  instant relief  cancelling plans is like heroin,  heroin,3004258853, HPrensky, cosmic yoga,0,0,123, Maryland: USA, None
3959,1648,8.44E+17, Mon Mar 20 00:08:40 +0000 2017,1.48997E+12, @mfarenger @kevinmkruse @guardian funds spent needlessly on testing should be redirected to address opioid epedemic.,  opioid,23390108, jdudemill, i do technical crisis management. i help people define and solve problems. lehigh university mba. i enjoy reading your witty tweets.,0,0,253, Pennsylvania: USA, None
3961,1650,8.44E+17, Mon Mar 20 00:13:03 +0000 2017,1.48997E+12, .@mayoredlee 2 people across the road from each other  each injecting the latest narcotic procured from your streets. when will you act,  narcotic,14800455, davejaggard, thirty something californianite  british expat  mba grad  corporate director  world traveler  family loving  life enjoying bloke. oracle employee.,0,0,407, San Jose: CA, None
3964,1653,8.44E+17, Mon Mar 20 00:24:33 +0000 2017,1.48997E+12, someone send me xanax.,  xanax,43358732, yourDOsomeday, dont be a dick.,0,0,1621, Portland: OR, {'coordinates': [45.53179769: -122.68222239]: 'type': 'Point'}
3967,1656,8.44E+17, Mon Mar 20 00:37:17 +0000 2017,1.48997E+12, i have xanax who needs em,  xanax,230262100, Obey_cristian, a piece of mind  come baby get a piece of mind...,0,0,879, Elyria Swansea: Denver, None
3968,1657,8.44E+17, Mon Mar 20 00:37:45 +0000 2017,1.48997E+12, honestly  if you make the choice to do heroin. i truly wish you the worst. because youre one stupid fucking person.,  heroin,7.80E+17, Austin_kiburtz, none,0,0,213, Michigan: USA, None
3970,1659,8.44E+17, Mon Mar 20 00:52:29 +0000 2017,1.48997E+12, that awkward moment when u get called a coke whore  but youve never done it before. @lseegie789 tell me how it is  is it as good as xanax,  xanax,487148722, KaylaAnnHepner, m,0,0,639, Holladay: UT, None
3973,1662,8.44E+17, Mon Mar 20 01:06:05 +0000 2017,1.48997E+12, @cdcgov likelihood of chronic opioid use increases each day of prescription medication taken after 3rd day ,  opioid,70907342, g8ge, nist fellow and fellow of the joint quantum institute   matterwave interferometry  ultracold atoms  neutron physics  quantum computing,0,0,22, Maryland: USA, {'coordinates': [39.04504505: -77.0691842]: 'type': 'Point'}
3974,1663,8.44E+17, Mon Mar 20 01:08:09 +0000 2017,1.48997E+12, id love to drive down i15 without seeing a giant heroin needle,  heroin,18906948, Zebulon, a bohemian rogue.,0,0,1216, Ogden: UT, None
3976,1665,8.44E+17, Mon Mar 20 01:17:46 +0000 2017,1.48997E+12, middle school teacher arrested in 6 million cocaine and heroin bust ,  heroin,7.09E+17, bryanhardy571, passionate about my loves,0,0,460, Scottsdale: AZ, None
3977,1666,8.44E+17, Mon Mar 20 01:19:06 +0000 2017,1.48997E+12, i have 4 sets of stitches in my mouth  mom has a dislocated wrist and is in a sling  and were both high on vicodin. springbreak,  vicodin,909848371, Jxssxcalxnn, from my rotting body  flowers shall grow  and i am in them  and that is eternity.,0,0,462, Mesa: AZ, None
3979,1668,8.44E+17, Mon Mar 20 01:26:03 +0000 2017,1.48997E+12, @eyeboy my councellor friend was our counsellor at the methadone clinic  and after that she decided that she like ,  methadone,1903251810, relolorektlo, ok.  turn back  theres nothing good here,0,0,121, Cactuar: Relolo Relo, None
3981,1670,8.44E+17, Mon Mar 20 01:34:16 +0000 2017,1.48997E+12, teamsters pledge 1.4 mil 4 treatment 4 opioid addicts. will pursue drug industry ceos who profit off epidemic  ,  opioid,65484730, amborin, worldpeace biodiversity blm  habitatprotection  notpp  nomorewars  afterberner ucla phd  trump to stop hrc,0,0,2995, California: USA, None
3982,1671,8.44E+17, Mon Mar 20 01:35:52 +0000 2017,1.48997E+12, wow. an active pilot died from a heroin overdose. ,  heroin,125421276, ParrishWalton, nebraska born  uga graduate. writer. sports nut. foodie. news junkie. very proud father. rts  endorsements.,0,0,946, Sharpsburg: GA, None
3983,1672,8.44E+17, Mon Mar 20 01:36:39 +0000 2017,1.48997E+12, @theguywilson  i was on morphine for four years during my cancer fight. but i beat that bitch.,  morphine,8.03E+17, JmaxG2, musicianartist  queer redneck from mississippi and lover of life my opinions and replies may not please everyone  im not even going to try  love ya,0,0,275, Tupelo: MS, None
3984,1673,8.44E+17, Mon Mar 20 01:39:22 +0000 2017,1.48997E+12, someone should tell this guy about the opioid epidemic  ,  opioid,603803238, BisforBerkshire, chronicling the unwinding of public education. podcasting with @eduhistorian at haveyouheard. nosy parker.,0,0,1286, Gloucester: MA, None
3987,1676,8.44E+17, Mon Mar 20 01:45:42 +0000 2017,1.48997E+12, we can take vicodin tonite baby ,  vicodin,364435240, Loso_Ant, none,0,0,46, Philadelphia: PA, None
3991,1680,8.44E+17, Mon Mar 20 02:03:43 +0000 2017,1.48998E+12, @hgphillies i watched that in a morphine haze in my hospital bed with a broken hip after crashing my bike the day before riding in lbi,  morphine,1612009711, tomgill97, sports is the essence of life,0,0,42, Mercer County: New Jersey, None
3993,1682,8.44E+17, Mon Mar 20 02:06:55 +0000 2017,1.48998E+12, @codinghorror opioids are a symptom. maybe the docs are not helping the root cause  or those left after a year cant afford surgery.,  opioid,8.36E+17, shortproof, lifelong geek  teacher and developer who works at microsoft proudmicrosoftemployee,0,0,224, Kenmore: WA, None
3994,1683,8.44E+17, Mon Mar 20 02:08:31 +0000 2017,1.48998E+12, no opioids  please a growing movement lets patients refuse prescriptions  via @statnews,  opioid,3047925973, DrIanWeissman, radiologist. advocate of improving the patient experience  healthcare innovation  leadership best practices  valuebased medicine. opinions are my own.,0,0,11434, Milwaukee: WI, None
3998,1687,8.44E+17, Mon Mar 20 02:24:35 +0000 2017,1.48998E+12, best way to wash down a tylenol pm is a glass of wine... right,  tylenol,974935556, katherinewadl, im pretty sure shes baked on a professional level.,0,0,504, Atlanta: GA, None
4006,1695,8.44E+17, Mon Mar 20 03:01:32 +0000 2017,1.48998E+12, wake up america big pharm. is ripping off everyone opioid induced constipation are we that stupid they make a new drug for that,  opioid,139969952, yellrod, retired bellsouth  handyman  airstream restorer  camping hot rod builder  music city airstream  love my wife merirae and all people  blues  guitar music reading,0,0,4987, Lewisburg: TN, None
4008,1697,8.44E+17, Mon Mar 20 03:30:49 +0000 2017,1.48998E+12, hallelujahåÊholyåÊshitåÊwheres the tylenol ,  tylenol,35460967, todd_lanham, none,0,0,454, Louisville: KY, None
4009,1698,8.44E+17, Mon Mar 20 03:37:21 +0000 2017,1.48998E+12, stop calling me on xanax,  xanax,176882629, beechapo, multiversal  infj  @okaygraci,0,0,841, hakuna matata ohana: faneto, None
4011,1700,8.44E+17, Mon Mar 20 03:43:30 +0000 2017,1.48998E+12, happy birthday heroine ,  heroin,2160671590, AkremJuneidi, sophomore at @mnsumankato | tennis player| sc akremjuneydi|    ,0,0,1605, Mankato: MN, None
4012,1701,8.44E+17, Mon Mar 20 03:46:56 +0000 2017,1.48998E+12, the same time as you are taking away medicaid coverage that lets mostly white working class men get help for opioid ,  opioid,22106552, randomsubu, politics  miscellany. personal feed  not endorsed by my employer. never trump  always hillary.,0,0,1841, Pittsburgh: PA, None
4014,1703,8.44E+17, Mon Mar 20 03:53:09 +0000 2017,1.48998E+12, @bladtheimpaler @nadabakos @speakerryan @repkevinbrady imagine what 3.6m could have done to fight opioid addiction or feed children.,  opioid,23390108, jdudemill, i do technical crisis management. i help people define and solve problems. lehigh university mba. i enjoy reading your witty tweets.,0,0,253, Pennsylvania: USA, None
4015,1704,8.44E+17, Mon Mar 20 04:04:37 +0000 2017,1.48998E+12, who needs xanax and therapy when this song exists ,  xanax,1137474906, CassidyTimbrook, scottsdale to boston | ill grow on ya,0,0,272, Boston: MA, None
4016,1705,8.44E+17, Mon Mar 20 04:06:39 +0000 2017,1.48998E+12, there aint no party like an ibuprofen party cause an ibuprofen party happens once every 4 to 6 hours  not to exceed 6 in 24 hours.,  ibuprofen,7.75E+17, 2catsguy, far out traveller on a weird life journey. owner and operator of two cats comic book store. writer  musician  bass builder  wood worker.,0,0,359, San Francisco: CA, None
4017,1706,8.44E+17, Mon Mar 20 04:10:01 +0000 2017,1.48998E+12, future can rap about shooting heroine and my whole generation be like ,  heroin,2358784607, _M4RS, spreading my unpopular  positive opinion.  lesbianpolyamorous blm,0,0,749, Los Angeles: CA, None
4020,1709,8.44E+17, Mon Mar 20 04:31:37 +0000 2017,1.48998E+12, @sensanders focusing on prevention and treatment is great.preventing hard drugs such as heroine requires preventing access. build the wall,  heroin,506102465, seacraft23, shooter  fanatical fisherman  explorer of nature  mother ocean bbq champion  mathematician  mensa member enemy of terrorists financial markets forward thinker.,0,0,176, Florida: USA, None
4022,1711,8.44E+17, Mon Mar 20 04:43:06 +0000 2017,1.48998E+12, vancouver musicians will play a benefit concert on friday to help fight ongoing opioid crisis ,  opioid,67898674, Vancouver_CP, breaking news and weather updates from vancouver.,0,0,13, Vancouver: BC, {'coordinates': [49.2814375: -123.12109067]: 'type': 'Point'}
4025,1714,8.44E+17, Mon Mar 20 04:51:33 +0000 2017,1.48999E+12, my mom took my hydros ,  hydros,351400382, chiefuurickaa, peace  blessings  20  sc erickalove21,0,0,484, Dallas: Flexas, None
4027,1716,8.44E+17, Mon Mar 20 04:56:32 +0000 2017,1.48999E+12, fucken loser only hits me up when he wants his opiates,  opiate,192058363, BenDover512, i got in one little fight and my mom got scared  she said youre moving to texas state to drink margaritas mijo,0,0,1117, El Paso: TX, None
4034,1723,8.44E+17, Mon Mar 20 05:20:05 +0000 2017,1.48999E+12, so frickin weird. this  in a country where prescription opiates kill thousands yearly   ,  opiate,16083327, Tao23, not just scifi. giver of damns. seriously eclectic. patrons keep my dreams alive  pitch in  muslim if donny trump is asking.,0,0,3528, Hampton Roads: VA, None
4035,1724,8.44E+17, Mon Mar 20 05:37:18 +0000 2017,1.48999E+12, only slightly less awful than heroin. ok. thats why you can od the first time you shoot up but cant od off weed ,  heroin,866900521, bex_kowal, i love animals  my city  god  and im a little too liberal for my own good. dont tread on me.,0,0,534, Wayne State: Detroit, None
4036,1725,8.44E+17, Mon Mar 20 06:02:45 +0000 2017,1.48999E+12, @highimjessi as someone who takes opioids codeine amp tramadol i can really confirm that its the same sort of feeling ditching dairy,  opioid,26508771, canadiangerman, eg 11102012  | intja  isc ,0,0,407, Ontario: Canada, None
4037,1726,8.44E+17, Mon Mar 20 06:19:31 +0000 2017,1.48999E+12, study prescriptions may hold clues to opioid addiction ,  opioid,329143270, JoeWard5, gay  progressive  liberal  democrat  animal rights activist  nature preservationist  environmental planet earth defender  champion for the greater good,0,0,626, Atlanta: GA, None
4039,1729,8.44E+17, Mon Mar 20 07:01:09 +0000 2017,1.48999E+12, i could be a gay heroin addict who watches how i met your mother every night and   no one  would know,  heroin,463171097, yesthisisvisage, german kid in iowa. visage  elona reverof  pine box. maxxgang til im food for worms.,0,0,315, Des Moines: IA, None
4040,1730,8.44E+17, Mon Mar 20 07:05:48 +0000 2017,1.48999E+12, alright weight loss  killer training  and zero narcotics the next two months. lets go  7 weeks out and were getting gold ,  narcotic,4533621012, kris_muahaha, live  breathe  create art.  ask me how i live ill say free is the only way to be ,0,0,413, Los Angeles: CA, None
4042,1733,8.44E+17, Mon Mar 20 08:09:52 +0000 2017,1.49E+12, took a xanax earlier. i dont feel any different lol just calm ,  xanax,124897031, Silly_shawna, monkey is everything ,0,0,157, Riverside: CA, None
4044,1735,8.44E+17, Mon Mar 20 08:19:20 +0000 2017,1.49E+12, three hours of sleep. thank you  anxiety. about to get ready so i can fly on an airplane for the first time ever. need sleep and xanax.,  xanax,195885553, heather83109, case manager with voa  ssvf. i work to create positive change in the lives of homeless veterans and their families.,0,0,50, Newburgh: IN, None
4045,1736,8.44E+17, Mon Mar 20 08:35:50 +0000 2017,1.49E+12, medic 77 has a code 3 patient transported to lakeside hospital.  23 yo male od on opioids,  opioid,1416683976, MeanStreetsOMA, death  destruction  and funny stuff from the streets of omaha. livetweeting policefire. text news tips and death threats to 4028197610.,0,0,402, Omaha: NE, None
4047,1738,8.44E+17, Mon Mar 20 08:53:01 +0000 2017,1.49E+12, @senjoemanchin bravo  sir just caught your town hall meeting re opioid addiction. great idea stay strong. weve got your back. ,  opioid,1596680708, literarilyme, writer  storyteller  raconteur  friend of animals. uniteblue resistance wearestrongertogether wewelcomeeveryone  nastywoman,0,0,2542, Miami: FL, None
4049,1741,8.44E+17, Mon Mar 20 09:30:07 +0000 2017,1.49E+12, many times in omaha this situation indicates a heroin od,  heroin,1416683976, MeanStreetsOMA, death  destruction  and funny stuff from the streets of omaha. livetweeting policefire. text news tips and death threats to 4028197610.,0,0,402, Omaha: NE, None
4050,1742,8.44E+17, Mon Mar 20 10:06:38 +0000 2017,1.49E+12, prescription opioid exposures among children and adolescents in the united states 20002015 ,  opioid,99992818, drronlitman, med director  institute for safe medication practices anesthesiologist  childrens hospital phila  masters candidate in healthcare law  univ penn law school,0,0,191, Philadelphia: PA, None
4052,1744,8.44E+17, Mon Mar 20 10:42:03 +0000 2017,1.49001E+12, again  not only was my graduate adviser who i cited in my medium piece on capitalism self medicating with constant alcohol and opiates ,  opiate,1684625450, BootlegGirl, posts not views of employer.  nsfw topic discussion. trans  has cavernous nonexistent spider vag. im not my own person im @chrysopoetics lamp. academic goth,0,0,2022, Philadelphia: PA, None
4053,1745,8.44E+17, Mon Mar 20 10:48:07 +0000 2017,1.49001E+12, new study shows opioid epidemic is putting kids at risk daybreak8  @wishtv @jessicaasmith8,  opioid,21236680, LaurenLowrey_8, wishtv indianapolis anchor 500900am  mom to a 1yr old  closet ballroom dancer  fsu grad  triathlete  shower singer  lover of all things artistic  edible,0,0,795, Indianapolis: Indiana, None
4057,1750,8.44E+17, Mon Mar 20 11:46:12 +0000 2017,1.49001E+12, interesting commentary on opioid use ...  via @cdcgov,  opioid,1944270764, ChengJD_MD, surgeon  techie  resident nerd...,0,0,217, Rochester: New York, None
4061,1754,8.44E+17, Mon Mar 20 12:15:05 +0000 2017,1.49001E+12, as opioid crisis intensifies  one md. school system looks at a recovery school ,  opioid,81913437, WashingtonCP, latest news from washington  dc. updates are frequent. for local news addicts.,0,0,14, Washington: DC, {'coordinates': [38.90181532: -77.03733586]: 'type': 'Point'}
4063,1756,8.44E+17, Mon Mar 20 12:36:58 +0000 2017,1.49001E+12, great opportunity to learn from experts about heroin epidemic amp know the warning signs of drug abuse in our kids. ,  heroin,2338759272, CreveCoeurPD, the city of creve coeur is located in the heart of st. louis county and we welcome you to our twitter page,0,0,244, Creve Coeur: Missouri, None
4064,1757,8.44E+17, Mon Mar 20 12:53:05 +0000 2017,1.49001E+12, 1 out of every 12 deaths among people aged 2534 can be blamed on heroin.  ,  heroin,2515932955, My_NewLeaf, my new leaf is an addiction recovery application for clients and recovery agencies in beta. in the news ,0,0,1858, Saltsburg: Pennsylvania, None
4065,1758,8.44E+17, Mon Mar 20 12:54:28 +0000 2017,1.49001E+12, @chrystaroth of course you brits are bush league compared to us addicts who consume 80 of the worlds opioid supply,  opioid,532661320, AndrewChesnut1, chaired religion prof @vcu |media analyst |huffpost blog  |santa muerte expert  |tweets dont rep vcu,0,0,1023, My Books: Religion in Americas, None
4070,1764,8.44E+17, Mon Mar 20 13:38:51 +0000 2017,1.49002E+12, ask me how many shits i give about possible ibuprofen heart attack risk. almost all nsaids seem to have some sort of cardiac risk.,  ibuprofen,2270376266, War_Kittens, clinical lab scientist  science outreacher  askscience moderator  exit guru  med science wonk. been called dangerous  ive got that going for me  which is nice,0,0,1506, Twin Cities: MN, None
4071,1765,8.44E+17, Mon Mar 20 13:40:57 +0000 2017,1.49002E+12, my mom put together a care package for me that includes licorice  deodorant and hydrocodone cough syrup,  hydrocodone,1535428501, SonofClaus, pussy ass white boy,0,0,139, Toronto: Ontario, None
4072,1767,8.44E+17, Mon Mar 20 13:51:37 +0000 2017,1.49002E+12, @gop lacking a job  bodies ravaged by years of intense manual labor in a coal mine  and addicted to dr. prescribed opiates they were told...,  opiate,40486949, UHElle, liberal. antitheist. fiance @kristheatheist. mbmbam. texan. cougar makeup. foodie kinda cripply. lotta creepy. yall motherfuckers need science.,0,0,570, Houston: TX, None
4073,1768,8.44E+17, Mon Mar 20 13:52:35 +0000 2017,1.49002E+12, @gop were safe  you now have unemployed people  many without insurance  too broke to afford the regular opiates  needing a stronger fix...,  opiate,40486949, UHElle, liberal. antitheist. fiance @kristheatheist. mbmbam. texan. cougar makeup. foodie kinda cripply. lotta creepy. yall motherfuckers need science.,0,0,570, Houston: TX, None
4075,1770,8.44E+17, Mon Mar 20 13:53:19 +0000 2017,1.49002E+12, @gop turning to the streets of depressed coal country to heroin  for dilaudid  for fentanyl. and you say  nope  forget these people our...,  fentanyl,40486949, UHElle, liberal. antitheist. fiance @kristheatheist. mbmbam. texan. cougar makeup. foodie kinda cripply. lotta creepy. yall motherfuckers need science.,0,0,570, Houston: TX, None
4078,1773,8.44E+17, Mon Mar 20 13:58:59 +0000 2017,1.49002E+12, the robot vs the heroin battle of vietnam,  heroin,3180860249, asatireistiring, pretending like an elephant doesnt make me wise. no matter how loud i scream it. it wont scare away the flies.,0,0,112, Philadelphia: PA, None
4079,1775,8.44E+17, Mon Mar 20 14:07:26 +0000 2017,1.49002E+12, maybe the answers to problems  such abuse of opioids  drugs are as simple as stopping pharmaceutical ads. they are pervasive  and influence.,  opioid,32875388, bjarnepe, graduate of univ of minnesota  global studies  career in telecommunications  retired us navy. owneroperator expedited delivery.,0,0,1426, Shoreview: Minnesota, None
4080,1776,8.44E+17, Mon Mar 20 14:15:07 +0000 2017,1.49002E+12, families share stories of opioid addiction at gov. mifflin forum | reading eagle  news ,  opioid,4440696329, OCEconnects, partnering on solutions for domesticviolence sexualassault  substanceabuse trafficking schoolsafety financialliteracy for @coattnygeneral rt  endorsement,0,0,1970, Denver: CO, None
4082,1779,8.44E+17, Mon Mar 20 14:18:40 +0000 2017,1.49002E+12, video helo unit tracks heroin arrest in martin county. @martinflsheriff  ,  heroin,15606755, CBS12, wpec cbs12 news | covering palm beach  martin  st. lucie  indian river  okeechobee  got a newstip email us @ newstips@cbs12.com  561 8810796,0,0,457, West Palm Beach: FL, None
4086,1783,8.44E+17, Mon Mar 20 14:46:56 +0000 2017,1.49002E+12, its a two xanax kind of day. idonthaveaproblem youhaveaproblem shutup,  xanax,14720302, Keith_Rawson_, freelance writer. author of the chaos we know  laughing at dead men  all those hungry mouths  please stand by. columnist at litreactor  gamut magazine.,0,0,740, Gilbert: AZ, None
4093,1790,8.44E+17, Mon Mar 20 15:20:51 +0000 2017,1.49002E+12, @vp he is on probation oh. tusc co. municipal court for hit and run  drinking and driving last fall.  he also sold morphine tabs. i am 69,  morphine,1921113960, MaggiemagLou, creative  intelligent  authority. holy bible believer. singer  songwriter  poet  pianist. lover of all music. advocate  lobbyist  peaceful activist.   usa,0,0,244, Dover: OH USA, None
4095,1792,8.44E+17, Mon Mar 20 15:24:47 +0000 2017,1.49002E+12, @notthefather03 @msemilyadams @sierranoellel  pharma are responsible. they give opioid to coal miners wo disclosing its highly addictive,  opioid,139255910, SassiGoddess, gemini|esoteric|goddess|eclectic|intuitive|infinite|tarosophist|pink| ig@sassigoddess,0,0,2030, North Carolina: USA, None
4096,1793,8.44E+17, Mon Mar 20 15:28:38 +0000 2017,1.49002E+12, how do i have my music on blast and i can still hear these waste yutes sayin he laced my kush with heroine looool,  heroin,3379653706, mkXOkc, watch how u speak on my name,0,0,275, Ontario: Canada, None
4099,1796,8.44E+17, Mon Mar 20 15:31:23 +0000 2017,1.49002E+12, the attorney general main focus is on marijuana but not putting a end to opioid abuse.. thats beyond crazy,  opioid,139255910, SassiGoddess, gemini|esoteric|goddess|eclectic|intuitive|infinite|tarosophist|pink| ig@sassigoddess,0,0,2030, North Carolina: USA, None
4100,1797,8.44E+17, Mon Mar 20 15:36:32 +0000 2017,1.49002E+12, jonathan goins also says medical records will show chris few had alcohol  meth and xanax in his system the night of nov. 3. marksville,  xanax,534732151, brookebuford, assistant news director and anchor | reports on the criminal justice system | aspires to track pkgs like @datelinekeith | baltimore  hon | ig brookebuford,0,0,353, Alexandria: LA, None
4101,1798,8.44E+17, Mon Mar 20 15:39:09 +0000 2017,1.49002E+12, hes good  gave him some ibuprofen lol ,  ibuprofen,1653915252, Vanillaa_daii, mother of a king,0,0,491, Chicago: IL, None
4103,1800,8.44E+17, Mon Mar 20 15:48:33 +0000 2017,1.49002E+12, woke w pains in left side of my abdomen. cared for pets  made phone calls. took mylanta and tylenol. watch @ewtn mass. if it doesnt stop  ,  tylenol,7.35E+17, Denise_Marie_47, author. mom. wife. look for my first book  the adventures of sammy the gerbil  in the childrens section. contact me at denisetbechtold@gmail.com.,0,0,3935, Kentucky: USA, None
4104,1801,8.44E+17, Mon Mar 20 15:55:24 +0000 2017,1.49003E+12, for those thinking that us has an opioid problem  keep in mind some of us need it to be a functional member of soci ,  opioid,5610072, ChrisShort, devops  sarcasm as a service  oss advocate  florida gator  partially disabled af vet  husband  father. views are solely mine.,0,0,1040, Wake Forest: NC, None
4105,1802,8.44E+17, Mon Mar 20 15:59:33 +0000 2017,1.49003E+12, weed is almost as bad as heroine,  heroin,43904301, _IAmInvictus, an invictus mind cannot be broken | aspiring music producer and engineer | follow @invictusvision | chicago san antonio,0,0,779, San Antonio: TX, None
4107,1804,8.44E+17, Mon Mar 20 16:09:38 +0000 2017,1.49003E+12, glad the opioid epidemic is being addressed at tccacs2017 and whats up with mo @ericgreitens @mogov need a pdmp ,  opioid,119158239, runwithscalpels, general surgeon. intensivist. educator. outdoor enthusiast. never a dull moment.,0,0,103, Mobile: AL, None
4111,1808,8.44E+17, Mon Mar 20 16:17:17 +0000 2017,1.49003E+12, there is absolutely no need to be a loud typer... someones gonna need a new keyboard soon and im gonna need a xanax,  xanax,28286298, Ben_Wyszynski, aiken | clemson | charleston goodcleanlivin   sc  benwaxed,0,0,154, Charleston: SC, None
4112,1809,8.44E+17, Mon Mar 20 16:18:05 +0000 2017,1.49003E+12, the impending doom of flight is setting in. i hope i have enough xanax for all this shit.,  xanax,35076449, JoshuaHedley, all hat no cattle.,0,0,111, Nashville: TN, None
4114,1811,8.44E+17, Mon Mar 20 16:27:42 +0000 2017,1.49003E+12, @lnelsonmd aacem17  takes 10 secs to prescribe an opioid and 10 min to explain why you wont well said but nothing takes 10 sec in emr,  opioid,917261130, RJHamiltonMD, professor and chair  emergency medicine  drexel university college of medicine  medical toxicologist  aerospace medicine,0,0,249, Philadelphia: PA, None
4118,1815,8.44E+17, Mon Mar 20 16:39:40 +0000 2017,1.49003E+12, public safety and judiciary today at ways amp means hearing in worcester. every presenter touched on how opiate crisis is affecting their dept,  opiate,437703545, RepDooley, state representative  9th norfolk republican. on call firefighteremt  father of 4  boston sports fan likes  retweets do not equal endorsements.,0,0,349, Norfolk: MA, None
4122,1820,8.44E+17, Mon Mar 20 16:54:08 +0000 2017,1.49003E+12, massive trafficking bust results in 11 arrests  400 grams of heroin  330 grams of cocaine ,  heroin,81913437, WashingtonCP, latest news from washington  dc. updates are frequent. for local news addicts.,0,0,14, Washington: DC, {'coordinates': [38.90181532: -77.03733586]: 'type': 'Point'}
4128,1826,8.44E+17, Mon Mar 20 17:13:56 +0000 2017,1.49003E+12, new fixing fentanyl means treating trauma that creates addicts  excellent article  addiction,  fentanyl,2427602910, KilobyCenter, the kiloby center for recovery  inc. is the first treatment center in the u.s. to focus primarily on mindfulness. 866kiloby5 addiction anxiety depression,0,0,1565, Rancho Mirage: California, None
4130,1829,8.44E+17, Mon Mar 20 17:16:04 +0000 2017,1.49003E+12, i took a xanax but i feel like i took five,  xanax,3189312768, angelxa14, none,0,0,268, Waxahachie: TX, None
4131,1830,8.44E+17, Mon Mar 20 17:20:06 +0000 2017,1.49003E+12, poison control centers receive 32 calls a day about children exposed to opioids. mapoli ,  opioid,4869749752, kate_audette, state government relations @bostonchildrens. adjunct @bussw  @simmonsssw. board member @harborhealth. boston sports fan. tweets are my own  rt  endorsement.,0,0,1501, Dorchester: MA, None
4133,1832,8.44E+17, Mon Mar 20 17:29:15 +0000 2017,1.49003E+12, families against narcotics has a special guest this week  you dont want to miss it support available every thur ,  narcotic,1359516570, GenHealthSystem, we are genesee co. mis public provider of mental health  substance abuse  developmental disability services. crisis 247 877.346.3648. careers @genhsjobs,0,0,575, Genesee County: Michigan, None
4135,1834,8.44E+17, Mon Mar 20 17:35:17 +0000 2017,1.49003E+12, amp bc i also wrote about buffy the vampire slayer last week coming to terms with the heroine  etc  here it is too ,  heroin,555378063, RVoronaCote, contributing writer @jezebel | also @newrepublic @lareviewofbooks @hazlitt @lithub | book project women who are too much| rachelvorona @ gmail,0,0,1499, Washington: DC, None
4137,1836,8.44E+17, Mon Mar 20 17:43:21 +0000 2017,1.49003E+12, overcrowding. gangs. fentanyl. assaults on officers.  bcs prisons are out of control. have you signed the petition ,  fentanyl,18716265, bcgeu, bc government and service employees union bcgeu  over 72 000 members strong  ,0,0,1387, British Columbia: Canada, None
4140,1839,8.44E+17, Mon Mar 20 17:50:06 +0000 2017,1.49003E+12, take tylenol and sleep for hours. my body is that weak. a dose of tylenol knocks me off.,  tylenol,175380266, MamaJanellem, always working smart coz i dont believe in working hard.... janelles mum. former pi on money laundering  drugs and ivory trafficking. medicinthemaking.,0,0,775, Longview: WA, None
4142,1841,8.44E+17, Mon Mar 20 17:53:18 +0000 2017,1.49003E+12, @sydthekidkiddi good point  but im not here for the legalization of heroine over marijuana. people choose to get hooked.,  heroin,256809424, YoungZell_, waiting for my moment  | ohio university,0,0,546, Cleveland: OH, None
4144,1843,8.44E+17, Mon Mar 20 18:01:28 +0000 2017,1.49003E+12, @jonkarl can you possibly get any more rude and unprofessional you are consistently out of control at these briefings. xanax needed,  xanax,8.18E+17, Researcher_2017, always questioning what they tell me. hate is weakness.  always look for motive.  follow the money.,0,0,128, West Babylon: NY, None
4146,1845,8.44E+17, Mon Mar 20 18:04:09 +0000 2017,1.49003E+12, they told me heroin kills i say heroin pays the bill facts,  heroin,7.38E+17, hunchos100, simia ,0,0,172, Salinas: CA, None
