1,8.27E+17, Tue Jan 31 22:10:36 +0000 2017,1.49E+12, thefive should post a warning when juan is on so viewers have time you pop a xanax,  xanax,14385689, chasin_dwight, mother  grandmother  love new orleans saints football      lsu tigers.   registered independent,0,0,543, Louisiana: USA, None
18,8.42E+17, Wed Mar 15 17:16:57 +0000 2017,1.49E+12, everyones addicted to xanax,  xanax,2988037971, LilHansababe, casc  suns always shinin in my mind  iglilhan97 ccu ,0,0,723, Conway: SC, None
20,8.42E+17, Wed Mar 15 17:22:57 +0000 2017,1.49E+12, our little trooper is so high on xanax  shes a little bit loopy. an impromptu trip to missoula ,  xanax,326901836, StephenSeder, hey there names stephen. i am an actor and director from montana.,0,0,132, Helena: MT, {'coordinates': [46.84265059: -114.0389118]: 'type': 'Point'}
23,8.42E+17, Wed Mar 15 17:24:51 +0000 2017,1.49E+12, luv the taste of xanax in the morning .,  xanax,356705650, SERG_VLONE, malacara x vlone livin creature. ,0,0,62, LA, None
28,8.42E+17, Wed Mar 15 17:30:31 +0000 2017,1.49E+12, excuse me would you like a xanax because youre freaking out  and its freaking me out  and everyones freaking  the  fuck out,  xanax,3952429575, baskin_rbns, ,0,0,190, sc: robbins.brianna, None
42,8.42E+17, Wed Mar 15 18:03:56 +0000 2017,1.49E+12, as an outfit accessory im taking a xanax and drinking a martini,  xanax,1574707422, noah_evansrusso, im cuter on instagram,0,0,244, seminole: fl, None
52,8.42E+17, Wed Mar 15 18:26:41 +0000 2017,1.49E+12, will never do xanax bruhh lol i should take a pic of these nigghas smhh,  xanax,303581585, BillyBlazze, gangsta rap made me do it padmaster yuya 1010 songwriter   musician record producer laptopdj for booking  inquires contact johnbricksicm@gmail.com,0,0,122, inside your ear.g´’_h’Çoñˆîsñ’_, None
53,8.42E+17, Wed Mar 15 18:31:47 +0000 2017,1.49E+12, all in favor of giving curry a xanax say i,  xanax,4049507099, ciara_kimbell, courtney love is my religion,0,0,556, New Castle: PA, None
70,8.42E+17, Wed Mar 15 19:14:35 +0000 2017,1.49E+12, omfg got my hair cut and it doesnt cover my boobs anymore i need xanax,  xanax,1690180188, elliegarten, wise  like a genetically manipulated shark,0,0,580, UA U KNO, None
71,8.42E+17, Wed Mar 15 19:16:01 +0000 2017,1.49E+12, @quincinerate gonna take a xanax to ante up my energy level so i can really shred it today,  xanax,203985207, xandzzz, xz  donefor  i like to make music  dj  for bookings brooke.sliger@yahoo.com ,0,0,1854, Los Angeles: CA, None
79,8.42E+17, Wed Mar 15 19:27:44 +0000 2017,1.49E+12, when you become that person that only functions with adhd medicine and coffee and youre jittery all day till xanax time comes up,  xanax,36968088, ildrouilhet, i unleash my inner fangirl self on twitter. i was born in brazil but im based in new orleans. oh  hi ,0,0,506, New Orleans: LA, None
81,8.42E+17, Wed Mar 15 19:33:45 +0000 2017,1.49E+12, @sensanders uncle bernie.... take a fucking xanax and go get some needed rest,  xanax,7.06E+17, py2ndtruth, business owner constitutional conservative gun rights activist liberal fascist exterminator gorilla tweeter glockbro owner ,0,0,340, United States, None
83,8.42E+17, Wed Mar 15 19:37:00 +0000 2017,1.49E+12, tha only thing that mixes w xanax is allergies  ,  xanax,1475313979, 20Too90, snapchat testarossa20  freezopoundandshobiz,0,0,483, 914äìš¥Ÿ386, None
107,8.42E+17, Wed Mar 15 20:36:32 +0000 2017,1.49E+12, weird how xanax spelled backwards is crackhead,  xanax,2192255495, tellhardy, director | editor | photographer bookingmhp@gmail.com,0,0,90, Pittsburgh: PA, None
109,8.42E+17, Wed Mar 15 20:38:11 +0000 2017,1.49E+12, acid in my casket and xanax in my easter basket,  xanax,7.79E+17, leslieeaustinn, emotionally unavailable but always available for popeyes  university of west florida  aries,0,0,234, Orange Beach: AL, None
117,8.42E+17, Wed Mar 15 21:02:45 +0000 2017,1.49E+12, does any one have xanax im not trying to get lit i just desperately need to calm down and sleep like im serious,  xanax,803282244, elliethephant, and thats the waaaaaaaay the news goes  20 portland oregon i got a thingy for ingy ,0,0,168, None, None
141,8.42E+17, Wed Mar 15 22:04:21 +0000 2017,1.49E+12, @lindsaylynnn @zoiekn im no pisces but im absolutely loose xanax dust and emotionally attached to receipt,  xanax,16861746, beccaLader, i make stuff you look at. photo chick @vh1,0,0,804, NEW YORK, None
145,8.42E+17, Wed Mar 15 22:08:31 +0000 2017,1.49E+12, i dont even like xanax and i want a bar rn,  xanax,8.04E+17, ryanp16_, good food nice clothes loud music libranation yes my girl is really hendrix ,0,0,99, Queens: NY, None
153,8.42E+17, Wed Mar 15 22:22:52 +0000 2017,1.49E+12, i left the er with a 90 day supply of xanax bars. part of me wantsto flush them down the toilet,  xanax,91449414, blairnichelle, 570 | lhu,0,0,377, Lock Haven: PA, None
154,8.42E+17, Wed Mar 15 22:23:57 +0000 2017,1.49E+12, i left the er with a 90 day supply of xanax ,  xanax,91449414, blairnichelle, 570 | lhu,0,0,377, Lock Haven: PA, None
164,8.42E+17, Wed Mar 15 22:52:38 +0000 2017,1.49E+12, does anyone actually use xanax for anxiety,  xanax,504071393, falconsbeats, electronic  hiphop producer mgmtstevied.son@gmail.com chelsea@threesmalldots.com ,0,0,754, äîîA, None
167,8.42E+17, Wed Mar 15 22:53:56 +0000 2017,1.49E+12, i dont think i know anyone uses xanax for actual anxiety...,  xanax,504071393, falconsbeats, electronic  hiphop producer mgmtstevied.son@gmail.com chelsea@threesmalldots.com ,0,0,754, äîîA, None
168,8.42E+17, Wed Mar 15 22:54:13 +0000 2017,1.49E+12, i dont think i know anyone who uses xanax for actual anxiety...,  xanax,504071393, falconsbeats, electronic  hiphop producer mgmtstevied.son@gmail.com chelsea@threesmalldots.com ,0,0,754, äîîA, None
172,8.42E+17, Wed Mar 15 22:59:52 +0000 2017,1.49E+12, @amyklobuchar @washingtonpost thank god for federal judges and xanax  ,  xanax,3219761382, frosty8556, native of nashville  tn. hate the name trump  big fan of stephen king  pittsburgh steelers   john grisham. like dogs. changing tn. politics  voters up ,0,0,4629, Nashville: TN, None
174,8.42E+17, Wed Mar 15 23:11:38 +0000 2017,1.49E+12, @katherineberg hahah ill have some xanax on standby,  xanax,58296695, dayvidalexander, betty white said i was cute once. truestory   ,0,0,202, Santa Clara: CA, None
196,8.42E+17, Wed Mar 15 23:48:51 +0000 2017,1.49E+12, who needs xanax bars hmu ,  xanax,1427918647, DeeeRawwww, medical card holder. truly blessed by the hands of the man above..,0,0,954, ., None
202,8.42E+17, Thu Mar 16 00:04:49 +0000 2017,1.49E+12, i loved pills as much as the next fuck up but xanax isnt shit to fuck around on. shit will rob you of your life force.,  xanax,71123043, dollcat_, 22. educated asshole. in luv w myself ariesaf,0,0,72, Texas, None
229,8.42E+17, Thu Mar 16 01:04:17 +0000 2017,1.49E+12, i ate two whole xanax ugh im fat,  xanax,24111731, trillijuana, bruh cig me,0,0,586, California: USA, None
236,8.42E+17, Thu Mar 16 01:14:33 +0000 2017,1.49E+12, 2 xanax and its need for me,  xanax,264974315, YungBamaBoi, 28 nokids businessowner tatted gemini jordanjunkie rolltide mustangrider cowboysnation allincavs,0,0,630, Alabama, None
237,8.42E+17, Thu Mar 16 01:15:37 +0000 2017,1.49E+12, im kinda stressed out today but ive already taken a xanax. hmm.,  xanax,2270376266, War_Kittens, clinical lab scientist  science outreacher  askscience moderator  exit guru  med science wonk. been called dangerous  ive got that going for me  which is nice,0,0,1494, Twin Cities: MN, None
242,8.42E+17, Thu Mar 16 01:25:06 +0000 2017,1.49E+12, 4 meltdown by a 7 year old today..... deserves some motha fuckin whiskey... and a xanax. nannyprobs cheers nannytout,  xanax,28382077, MissT23, . portuguesepride wanderlust tlutravels 310 to the 209,0,0,497, Redondo Beach , None
265,8.42E+17, Thu Mar 16 01:54:44 +0000 2017,1.49E+12, sos need xanax,  xanax,7.99E+17, realivansplash, sociopath,0,0,135, Atlanta, None
278,8.42E+17, Thu Mar 16 02:30:11 +0000 2017,1.49E+12, what a day i had   little bit of advice dont take 3 xanax bars and try to shoplift  you end up arrested,  xanax,59691802, ryanjasonx, 23. photos. emotional pisces shawty. running in circles and falling in holes on the way to where im trying to go. @bryceygray is this cool guy i date ,0,0,194, #since66, None
279,8.42E+17, Thu Mar 16 02:30:44 +0000 2017,1.49E+12, @crain13 too bad i dont pop xanax but good try  got an exam in the morning  go to college maybe youd understand ,  xanax,2277999602, cassidykins, ill be the best thing to ever happen to you,0,0,205, Dayton: OH, None
281,8.42E+17, Thu Mar 16 02:33:59 +0000 2017,1.49E+12, about to board a 14 hour flight. there is a screaming baby. im debating putting my xanax in its bottle,  xanax,517054382, CrooksJD, ive been renting real estate in other peoples minds. i got a big heart and big opinions  but damn im witty as fuck oh yeah  and im a master in the kitchen,0,0,1066, Providence: RI, None
287,8.42E+17, Thu Mar 16 02:45:00 +0000 2017,1.49E+12, your mcm would still choose xanax instead ,  xanax,2891742128, Kenny_Witha_K, 19. coowner of s m p l brand wa. alexie101316. i fuck with office furniture on the daily. ,0,0,397, Arlington: WA, None
288,8.42E+17, Thu Mar 16 02:47:30 +0000 2017,1.49E+12, a xanax takes the pain away,  xanax,7.81E+17, novacmitch, novacmitch@gmail.com,0,0,129, Detroit: MI, None
295,8.42E+17, Thu Mar 16 03:05:39 +0000 2017,1.49E+12, i didnt know they had red xanax ,  xanax,3017919122, rumiii___, 99 petty 1 childish 0 fucks given,0,0,129, None, None
321,8.42E+17, Thu Mar 16 04:54:55 +0000 2017,1.49E+12, i wonder if you feel a thing besides those xanax and highs,  xanax,1015921464, _callme_case, life is short but sweet for certain,0,0,635, None, None
334,8.42E+17, Thu Mar 16 05:37:23 +0000 2017,1.49E+12, i love @lisarinna but isnt it hypocrisy that she doesnt want jokes about xanax but spills tea on @kimrichards11 lol girl ...bye rhobh,  xanax,2846247154, AmberPSyed, law student  glamazon  fashion enthusiast  law clerk  pastry chef  photographer  etc. ,0,0,59, San Diego: California , None
335,8.42E+17, Thu Mar 16 05:42:48 +0000 2017,1.49E+12, millennialdisney mary poppin xanax,  xanax,20130093, carolannebrandt, i have a degree in geology and i spend my days teaching physical science to awkward 8th graders. mother of 4.  my life in beautiful san diego.,0,0,940, San Diego, None
338,8.42E+17, Thu Mar 16 06:06:23 +0000 2017,1.49E+12, worse hollywood judgment also ignorance  the smoothie with xanax lol put vodka on it as well ,  xanax,1025407836, drblondevegas, las vegas hair stylist specializing in blonde color  color correction  and dreamcatchers hair extenstions. website ,0,0,536, Las Vegas: NV, None
341,8.42E+17, Thu Mar 16 06:21:12 +0000 2017,1.49E+12, who got xanax im tryna die,  xanax,48915504, kenshinkhar, leave me the fuck alone,0,0,1145, hell, None
343,8.42E+17, Thu Mar 16 06:54:15 +0000 2017,1.49E+12, id need a xanax just to imagine being at sxsw right now,  xanax,35108187, musicsgf, cocreator of @thefreegc | music  filmtv | laughing at my own tweets,0,0,344, Los Angeles, None
347,8.42E+17, Thu Mar 16 07:40:42 +0000 2017,1.49E+12, so yall really enjoy turning your brain into mush by taking xanax for fun,  xanax,2149075415, Lauren_Dillon1, married to my sailor dog mom  cna  camden  gasan diego  ca,0,0,667, San Diego: CA, None
351,8.42E+17, Thu Mar 16 08:07:59 +0000 2017,1.49E+12,  is it a xanax or a bar ,  xanax,1260560438, MaganaMarlen, lol,0,0,221, Dallas: TX, None
352,8.42E+17, Thu Mar 16 08:17:36 +0000 2017,1.49E+12, i have a scrooge mcduck size pool of xanax that i am going to dive into when i get home.   @executivegoth critical role episode 52.,  xanax,48100315, Decaff78, hello and welcome to the coffey zone. i tweet about anime american football and video games. icon done by amazing @strayliger,0,0,382, Florence Arizona, None
355,8.42E+17, Thu Mar 16 09:38:34 +0000 2017,1.49E+12, i got bad hoes  i got bad habits hop on tour around the world  poppin hella xanax  soundcloud rp ropegang ,  xanax,3153799879, louisduffelbags, dgb  info yr2000.management@gmail.com yr2000 forever,0,0,270, Houston: TX, None
363,8.42E+17, Thu Mar 16 10:22:41 +0000 2017,1.49E+12, sent a text to my ex blame it on the xanax,  xanax,139474427, CORGIPARTYSEVEN, quite literally mister steal your corgi,0,0,880, Frederick: MD, None
371,8.42E+17, Thu Mar 16 10:54:04 +0000 2017,1.49E+12, airlines shoud sell xanax. haha,  xanax,38250037, KyleRRickey, broadcaster and producer for the motor racing network in concord  n.c....resident of killingly ct....and walt disney world fan and frequent visitor,0,0,1079, Charlotte NC/Killingly CT, None
395,8.42E+17, Thu Mar 16 13:15:25 +0000 2017,1.49E+12, just told @chrisjoshua2 that im corn and i need a xanax before i shed my husk..verbatim,  xanax,48862101, CarlyMeier_, if you can live without me then please do ,0,0,668, Leggetts shot wheel , None
403,8.42E+17, Thu Mar 16 13:28:07 +0000 2017,1.49E+12, good morning time for a xanax,  xanax,280743018, chloedeee, so ahead of my time  even when i rhyme about the future i be reminiscing | blacklivesmatter,0,0,1240, ashtrays & heartbreaks, None
406,8.42E+17, Thu Mar 16 13:33:38 +0000 2017,1.49E+12, seriously in need of a mother fucking xanax,  xanax,7.66E+17, _sayddd, chachooooo,0,0,289, Mannyä»«¥Ÿ, None
409,8.42E+17, Thu Mar 16 13:45:26 +0000 2017,1.49E+12, fuck xanax,  xanax,2329300641, marleygambrill, tu 20  gemini  ,0,0,96, Maryland: USA, None
412,8.42E+17, Thu Mar 16 13:59:29 +0000 2017,1.49E+12, @eewbetch girl...she needs some xanax,  xanax,234758028, LA_FUPACABRA, flawless victory  you niggas cant do shit to me physically  lyrically  hypothetically  realistically.  big pun  blacklivesmatter brownlivesmatter resist,0,0,1043, Chupalafupa: NY, None
417,8.42E+17, Thu Mar 16 14:07:01 +0000 2017,1.49E+12, if you take xanax i cant and dont fuck w u period point blank,  xanax,1925528564, Kmarie4671, @dubzach42  cancer  gemini  cancer,0,0,674, None, None
425,8.42E+17, Thu Mar 16 14:39:04 +0000 2017,1.49E+12, when youre trying to calm yourself down at work before you rip somebodys head off and you remember you have a xanax is your purse winning,  xanax,624075712, TammyJGreenwell, cardsstrong  l1c4 flyeaglesfly   sometimes you win  sometimes you learn  snap sweeetnsaassy,0,0,277, None, None
433,8.42E+17, Thu Mar 16 15:03:46 +0000 2017,1.49E+12, im gonna slide my neighbors dog 27 xanax if it doesnt stop trying to kill me every time i walk outside  swear ,  xanax,1046378384, kaayweezyy, if i ever start referring to these as the best years of my life  remind me to kill myself,0,0,328, 304/412, None
434,8.42E+17, Thu Mar 16 15:05:05 +0000 2017,1.49E+12, idk how hood girls do so much with their eyes when they talk. maybe she has a lazy eye maybe its the xanax,  xanax,402092163, cody_burke94, always faded  but under rated. taylorgang ovo xo racergang,0,0,454, seymour, None
448,8.42E+17, Thu Mar 16 15:48:51 +0000 2017,1.49E+12, bout to take a xanax then smoke this motherfucker,  xanax,3986734636, 1LineLarry, draftkings pro larryloveproductions rapchat@1linelarry,0,0,840, NY, None
450,8.42E+17, Thu Mar 16 15:54:19 +0000 2017,1.49E+12, i need a nap  hug and probably a xanax,  xanax,33282559, hayley_bakerrr, hayley. 23. pnw. .great times with even greater people. total nutrition ambassador ,0,0,422, olympia washington, None
460,8.42E+17, Thu Mar 16 16:11:50 +0000 2017,1.49E+12, just confessed that i got xanax for my cat at one point. i didnt confess that when he didnt take to it  i took the last two. 2012 was bad.,  xanax,40324790, drinkpinkink, publicist for dc comics  euchre enthusiast  queer cat owner  knitter. my thoughts  tweets are my own. fave font futura pt. ask me about my button collection.,0,0,2790, Burbank: CA, None
473,8.42E+17, Thu Mar 16 16:34:37 +0000 2017,1.49E+12, i hope kids are doing acid and not xanax at sxsw,  xanax,263552533, asnclr, been in it b4 da internet had new acts vtran de mode de rue dnt fuck up the feng shui. i used too love you  blame me,0,0,199, some place higher: NY, None
475,8.42E+17, Thu Mar 16 16:37:06 +0000 2017,1.49E+12, this guy got 20 years for tattooing a girl while we was high off of 40 xanax and she was also. she wanted a tat but...,  xanax,562536929, Ken_barbiee12, yeah im pretty but im loco ,0,0,655, San Antonio: TX, None
480,8.42E+17, Thu Mar 16 16:44:20 +0000 2017,1.49E+12, take that xanax and stick it in the bullet hole you just received ,  xanax,263552533, asnclr, been in it b4 da internet had new acts vtran de mode de rue dnt fuck up the feng shui. i used too love you  blame me,0,0,199, some place higher: NY, None
492,8.42E+17, Thu Mar 16 17:04:41 +0000 2017,1.49E+12, i literally got so nervous watching this that i need a nap and probably a xanax  ,  xanax,529839459, russell_linds, instagram and snapchat @russelllinds                     fort mill  sc | clemson university 19,0,0,713, Clemson: SC, None
507,8.42E+17, Thu Mar 16 17:59:25 +0000 2017,1.49E+12, oxycontin rappers saying so long all these xanax rappers i call these boys oxymorons ,  xanax,1850220350, the_leviticus_, young bull out here rammin and slammin,0,0,402, Friendzone , None
508,8.42E+17, Thu Mar 16 18:02:44 +0000 2017,1.49E+12, we need to start a rap group  and then rap about perks amp xanax and then well get signed by future,  xanax,93966779, mkay255, im making waffles.,0,0,189, None, None
510,8.42E+17, Thu Mar 16 18:11:24 +0000 2017,1.49E+12, my dad just called xanax  anax ,  xanax,2882910580, katiecoughlinn, nyc aa,0,0,484, None, None
516,8.42E+17, Thu Mar 16 18:24:19 +0000 2017,1.49E+12, anyone trade food stamps for xanax,  xanax,836790385, Jgutie_97, goofy headahhhhh boaaaaaa,0,0,114, Üƒ_, None
517,8.42E+17, Thu Mar 16 18:28:08 +0000 2017,1.49E+12, i truly dont get how yall live everyday eating xanax,  xanax,836790385, Jgutie_97, goofy headahhhhh boaaaaaa,0,0,114, Üƒ_, None
519,8.42E+17, Thu Mar 16 18:32:04 +0000 2017,1.49E+12, theyre probably back there trying to wake sean spicer up from all the xanax hes taken today.  trump seanspicersays @cnn,  xanax,18652735, Steelie_Ed, im just a old guy who enjoys time with family  friends and fishing i was a michigan resident until 2014. now living in and enjoying southeast georgia.,0,0,857, Brunswick: Georgia, None
525,8.42E+17, Thu Mar 16 18:42:41 +0000 2017,1.49E+12, how do yall take xanax and do shit lol i just slept thru this 12 hour fligt n im still lowkey barred out,  xanax,3314654012, Guapular, i take pictures to capture moments ill be too fucked up to remember. contact.guapular@gmail.com,0,0,80, Bay Area/Tokyo, None
528,8.42E+17, Thu Mar 16 18:46:27 +0000 2017,1.49E+12, @eileendefreest too many xanax,  xanax,1332161480, DrivingMisCrazy, endangered species  a liberal in kansas please dont put me on your list,0,0,885, Kansas, None
534,8.42E+17, Thu Mar 16 19:02:38 +0000 2017,1.49E+12, lucyyyy said  bring me xanax shesamazing  ha,  xanax,412531411, Miahwho, | ig ooxmiahxoo   sc jaeeejaeeee |,0,0,2114,  Denver CO. , None
544,8.42E+17, Thu Mar 16 19:32:31 +0000 2017,1.49E+12, sad what xanax does to good people.,  xanax,7.63E+17, nickiistacks, yeaaa  im pretty but im locooo,0,0,170, Columbus: OH, None
547,8.42E+17, Thu Mar 16 19:43:23 +0000 2017,1.49E+12, pressbriefing who needs to calm down give him a xanax,  xanax,39904806, maryjanecook44, hedonistic liberal,0,0,1122, by the beach Florida , None
548,8.42E+17, Thu Mar 16 19:44:45 +0000 2017,1.49E+12, these niggas love these junkies too smh lol whole time she got u saved in her phone as xanax lmfao trashbags,  xanax,7.03E+17, ClANMADE1, clanmade psitivevibesmusicjunkster youngvisionaryillinois beyou astronautstatetrips,0,0,116, Decatur: IL, None
551,8.42E+17, Thu Mar 16 19:54:46 +0000 2017,1.49E+12, he on 12 xanax pills. ,  xanax,290149473, grandeurveli, 22. | mangos peaches  and limes......the sweet life. | artist. | haitian. thebrothers,0,0,992, Baltimore: MD , None
555,8.42E+17, Thu Mar 16 19:58:45 +0000 2017,1.49E+12, @presssec honey  you need a xanax pressbriefing,  xanax,440556623, caseydaniellle, casey  22. western carolina university 17 anthropology and history major literally the whitest puerto rican you will ever see,0,0,604, Cullowhee: NC, None
561,8.42E+17, Thu Mar 16 20:29:27 +0000 2017,1.49E+12, if you take xanax listen this song i produced myself a while ago  also i freestyled all the lyrics off top. ,  xanax,58215626, AngelKatzzz, chicago. sparkle. chaote. ng.,0,0,173, candy kingdom, None
570,8.42E+17, Thu Mar 16 21:04:01 +0000 2017,1.49E+12, i smiled sat back and fell asleep in my xanax,  xanax,973092114, MagiqJuan, juuan the camera man from the @shitxshow,0,0,2052, Chicago: IL, None
571,8.42E+17, Thu Mar 16 21:08:46 +0000 2017,1.49E+12, someone give sean a xanax hes getting more emotional by the day,  xanax,123784691, laurenradice, all adventurous women do,0,0,665, Washington: DC, None
572,8.42E+17, Thu Mar 16 21:12:17 +0000 2017,1.49E+12, bitches still pop them xanax bars,  xanax,65244030, GetDirty_30, ripbignut longlivequemanky ripmydaddy,0,0,1427, Monroe: LA, None
574,8.42E+17, Thu Mar 16 21:23:22 +0000 2017,1.49E+12, got my supreme and my xanax,  xanax,27248777, damdamPIVOT, i dont want beef im a vegetarian,0,0,437, Chicago: IL, None
575,8.42E+17, Thu Mar 16 21:28:17 +0000 2017,1.49E+12, @myfavfol i am trying here and i never do the referrals relax or i will need a xanax thus is a lot if pressure like the codes,  xanax,3277853370, jenit42, business owner  mom and wife. ret.   red sand ambassador. active in rescuing and providing a home for abused animals and in stopping human trafficking ,0,0,1720, Alabama: USA, None
579,8.42E+17, Thu Mar 16 21:34:30 +0000 2017,1.49E+12, the ladies next to me cant stop talking about xanax and drinking. we could be friends ,  xanax,332570602, rickyrich87, trainer. austinite. romantic. gymgoer. snapchat geauxatx,0,0,328, Austin: TX , None
586,8.42E+17, Thu Mar 16 21:51:45 +0000 2017,1.49E+12, @brookegiguere no pun intended haha  have your doc ever presrcibed you xanax theyre a lifesaver from panic attacks,  xanax,557008441, JoelTheMason, descendant of the tribe of dan  constitutional capitalist. im not cool but thats okay  my god loves me anyway.....,0,0,132, Heart of Virginia, None
587,8.42E+17, Thu Mar 16 21:52:36 +0000 2017,1.49E+12, @brookegiguere  no pun intended haha  has your doc ever prescribed xanax for you theyre a lifesaver from panic attacks,  xanax,557008441, JoelTheMason, descendant of the tribe of dan  constitutional capitalist. im not cool but thats okay  my god loves me anyway.....,0,0,132, Heart of Virginia, None
594,8.42E+17, Thu Mar 16 22:01:59 +0000 2017,1.49E+12, me i need to hop if the pills before i get hooked boss what are you taking xanax   lmao im ded,  xanax,729456918, Ickyvickay, pi zeta alpha,0,0,101, yay area, None
605,8.43E+17, Thu Mar 16 22:32:59 +0000 2017,1.49E+12, i need an adult beverage and a xanax northwesternbasketball,  xanax,185659689, markacarbondale, 90 baseball heartbreak  10 other sports. stl cardinals | lsu tigers | gb packers,0,0,231, Chicago: IL, None
611,8.43E+17, Thu Mar 16 22:53:02 +0000 2017,1.49E+12, i dont know why people pop those. thats not cool. xanax  ativan  klonopin  those are anti anxiety medications not ,  xanax,26246412, brasilmiss, brasil made me. ny raised me.  no h distncia capaz de matar um amor de verdade. nem o tempo. hlio ribeiro,0,0,718, Connecticut, None
616,8.43E+17, Thu Mar 16 23:06:12 +0000 2017,1.49E+12, @karilebby so is l a loss or a bar of xanax youre my best source on this...,  xanax,222693558, helenholstein, none,0,0,195, Monetta: SC, None
626,8.43E+17, Thu Mar 16 23:28:23 +0000 2017,1.49E+12, seanspicer give this bozo a xanax next time he gets out there,  xanax,2222491104, mirakle330, ive stopped laughing,0,0,4422, A Place Where Votes Dont Count, None
629,8.43E+17, Thu Mar 16 23:36:52 +0000 2017,1.49E+12, @mresists @doodlewhale @pmm526 angry pussy hatwearing  wineguzzling marmots looking 4 xanax scrips. what  just me  makeamericasickagain,  xanax,7.21E+17, apfel_sarah, get off my lawn.,0,0,1022, Manhattan: NY, {'coordinates': [40.73492: -73.98485]: 'type': 'Point'}
639,8.43E+17, Fri Mar 17 00:01:23 +0000 2017,1.49E+12, @icejedi1970 i dont know why...my doc switched me from xanax to volume ....i hate it,  xanax,4871070735, ann1mah, i am a regular women trying to live life to its fullest with schizophrenia  .....my interests are mental health and my new thing is blogging,0,0,350, Michigan: USA, None
653,8.43E+17, Fri Mar 17 00:32:34 +0000 2017,1.49E+12, pressbriefing more like @ringlingbros roll out the clowns. @seanspicer pop a xanax @acosta cool as a cucumber @cnn realnews,  xanax,1331738624, FemmeFataleTan, attorney at law owner of alist boston best tan airbrush tan boutique. love all things beauty  brainiacs  patron and ping pong.,0,0,2032, NYCBostonLA, None
657,8.43E+17, Fri Mar 17 00:42:51 +0000 2017,1.49E+12, i wish i could give every 18 year old in chicago a lecture. stop doing xanax have goals do something,  xanax,1300361396, DantonsInferno, drifter,0,0,241, Chicago: IL, None
659,8.43E+17, Fri Mar 17 00:47:59 +0000 2017,1.49E+12, regular people takes xanax to forget problems   me  an intellectual listens to xanadu to forget problems,  xanax,1597201602, drithird, and in the end  we were all just humans... drunk on the idea that love  only love  could heal our brokenness.  christoper poindexter,0,0,148, None, None
663,8.43E+17, Fri Mar 17 00:54:51 +0000 2017,1.49E+12, i dont even like xanax and i need one when someone tells me i need to clean. id rather just pay someone.,  xanax,238719030, AmeliaHaynes_, passion is everything.,0,0,523, Louisiana: USA, None
665,8.43E+17, Fri Mar 17 00:56:08 +0000 2017,1.49E+12, i just found a xanax bar on the dressing room counter at work. its lit.,  xanax,4311297018, virtuallychokeU, elizabeth.,0,0,169, None, None
670,8.43E+17, Fri Mar 17 01:03:14 +0000 2017,1.49E+12, the ex that talks reckless about me and went to guidance to tell on me is apparently a xanax dealerfiend. funny,  xanax,23246847, jakernet,7716,0,0,621, sc: jakernet, None
671,8.43E+17, Fri Mar 17 01:05:46 +0000 2017,1.49E+12, so xander from bunkd is livs lock screen and i go his name is spelled like xanax and this bitch goes cuz hes my drug jdkdksk,  xanax,2802354744, taymariebr0wn, rip daddy 61410 ,0,0,699, amherst, None
674,8.43E+17, Fri Mar 17 01:10:07 +0000 2017,1.49E+12, if u think doing xanax is cool u are trash.,  xanax,2464922657, laurmartn, @perrigothomas ,0,0,369, marz, None
675,8.43E+17, Fri Mar 17 01:10:55 +0000 2017,1.49E+12, sooo the doctor prescribed me xanax today ,  xanax,2360514840, Swanky_Andres, 20 | i enjoy making music and long walks to the fridge | sith lord | existentialist |  andresavila760,0,0,228, Adrift Thoughtless Minds , None
681,8.43E+17, Fri Mar 17 01:24:36 +0000 2017,1.49E+12, sooo got picked up at 1030am amp im just starting to film sex at 622pm  im taking a xanax amp i need some weed or two models may die ,  xanax,954629306, RyanRoseXXX, 18only a man who happens to film porn  dance   entertain the masses for business inquiries please message me ryro daddyasfuck timeless international,0,0,2095, Florida: USA, None
700,8.43E+17, Fri Mar 17 02:06:27 +0000 2017,1.49E+12, i read books and pop xanax  ,  xanax,3138223766, yunngyerba, none,0,0,65, New Jersey: USA, None
703,8.43E+17, Fri Mar 17 02:08:37 +0000 2017,1.49E+12, @macmargi @keithnegley thanks wealthy white lady. go have another white wine spritzer and xanax.,  xanax,2539288859, Silvermoonwolf5, we aim to please.,0,0,224, Pittsburgh: PA, None
704,8.43E+17, Fri Mar 17 02:10:37 +0000 2017,1.49E+12, stop popping xanax dont be a xerox,  xanax,28107258, NoChillJerry, im caucasian from the mountains of cacasus,0,0,4741, Cleveland, None
705,8.43E+17, Fri Mar 17 02:14:31 +0000 2017,1.49E+12, bc they head the black market is good  everyone wanna purchase a xanax ,  xanax,2421320208, luisa_sanchez23, god is good  god is all i need,0,0,178, None, None
709,8.43E+17, Fri Mar 17 02:18:18 +0000 2017,1.49E+12, wait  so yall really taking xanax and turning your brain to mush for fun,  xanax,2149075415, Lauren_Dillon1, married to my sailor dog mom  cna  camden  gasan diego  ca,0,0,667, San Diego: CA, None
711,8.43E+17, Fri Mar 17 02:32:05 +0000 2017,1.49E+12, sean spicer needs a xanax,  xanax,476294386, AbbyBorn, none,0,0,512, Columbus: OH, None
