6,8.27E+17, Tue Jan 31 22:24:07 +0000 2017,1.49E+12, tonight stephen quinn hosts the fentanyl fix forum live on @cbcradio730pm  900pm ,  fentanyl,67898674, Vancouver_CP, latest news from vancouver. updates are frequent.,0,0,13, Vancouver: BC, {'type': 'Point': 'coordinates': [49.2814375: -123.12109067]}
2127,8.44E+17, Tue Mar 21 14:19:05 +0000 2017,1.49E+12, isp arrests 2 for marijuana edibles  smoking devices  syrup  plant  pills  fentanyl patches in semi stopped on i70 ,  fentanyl,568269914, TribStarLisa, reporter at the tribunestar newspaper.,0,0,269, Terre Haute: Indiana, None
2174,8.44E+17, Tue Mar 21 16:59:12 +0000 2017,1.49E+12, milwaukee county fentanyl deaths up 223 percent in one year  medical examiner says ,  fentanyl,70949821, MilwaukeeCP, breaking news and weather updates from milwaukee.,0,0,8, Milwaukee: WI, {'coordinates': [43.04137104: -87.90968018]: 'type': 'Point'}
2188,8.44E+17, Tue Mar 21 18:06:25 +0000 2017,1.49E+12, @acsmaggus bottom line im still supposed to give fentanyl patches for fibromyalgia right i havent reviewed this since 04....,  fentanyl,2536128778, Bellevillain, father. husband. executive costco member. sandals barbados pingpong champion 2017.,0,0,389, None, None
2189,8.44E+17, Tue Mar 21 18:17:52 +0000 2017,1.49E+12, rapid detection of fentanyl in urine by spmeoppms @anchem @cenmag @sciexnews @spmeuw fentanyl spmems ,  fentanyl,56264071, tutogomez1, green chemistry  clinical  environmental analysis  in vivoonsite analysis  spmems  phd candidate  extractionms fan,0,0,1466, Waterloo: Canada, None
2228,8.44E+17, Tue Mar 21 22:26:35 +0000 2017,1.49E+12, medical examiner 343 drugrelated deaths in 2016  97 of them from fentanyl ,  fentanyl,70949821, MilwaukeeCP, breaking news and weather updates from milwaukee.,0,0,8, Milwaukee: WI, {'coordinates': [43.04137104: -87.90968018]: 'type': 'Point'}
2251,8.44E+17, Wed Mar 22 00:06:37 +0000 2017,1.49E+12, so important. fentanyl has become a crisis in our communities. ,  fentanyl,154592265, CoryJudson, proud public school teacher. 2nd vice president of the grand erie elementary teachers federation. thoughts are my own.,0,0,1967, None, None
2370,8.44E+17, Wed Mar 22 06:53:06 +0000 2017,1.49E+12, the overdose deaths were traced to blackmarket pills laced with illegally made fentanyl. ,  fentanyl,56117318, PhoenixCP, breaking news and weather updates from phoenix.,0,0,11, Phoenix, {'coordinates': [33.46889822: -112.09379298]: 'type': 'Point'}
2442,8.45E+17, Wed Mar 22 15:40:59 +0000 2017,1.49E+12, currently in recess. first witness is caroline wagners daughter. crown has been going over finding a fentanyl patch packaging.,  fentanyl,36156989, StaceyJReports, writer of impressive stories. award winning journalist. video journalist with cbc windsor.,0,0,917, Canada, None
39,8.45E+17, Wed Mar 22 20:37:31 +0000 2017,1.49E+12, a pharmacy assistant and pharmacist were called by the crown. they discussed the fentanyl patch exchange program.,  fentanyl,36156989, StaceyJReports, writer of impressive stories. award winning journalist. video journalist with cbc windsor.,0,0,918, Canada, None
204,8.45E+17, Thu Mar 23 05:50:17 +0000 2017,1.49E+12, drugedteacher educating our kids on the synthetic opiod fentanyl  considered 50 times ,  fentanyl,7.02E+17, Drug_Ed_Teacher, drug preventioneducation specialistsubstance abuse counseloryouth counseloryouth mentor...  counselededucatedmentored 290 000 across the u.s.a,0,0,205, Los Angeles: CA, {'coordinates': [34.18390544: -118.39728638]: 'type': 'Point'}
218,8.45E+17, Thu Mar 23 09:06:51 +0000 2017,1.49E+12, @kaitlynmke dea told me users dont always know theyre taking fentanyl. dealers will cut it into heroin cheaper  stronger high...,  fentanyl,2188662404, WISN_Ben, am news anchor @wisn12news. tipsrestaurant suggestions benjaminwagner@hearst.com. keep the lawyers happy  linksrts  endorsements. opinions are my own.,0,0,1172, Milwaukee: WI, None
233,8.45E+17, Thu Mar 23 11:45:38 +0000 2017,1.49E+12, awesome  joint law enforcement effort @plummer15 @mcohiosheriff @rangetf @fbi 160k fentanyl guns seized3 major d ,  fentanyl,24825328, billdefries, atypical career to success  former marine  product of chicago and long time daytonian,0,0,251, Ohio: USA, None
279,8.45E+17, Thu Mar 23 14:42:45 +0000 2017,1.49E+12, doctor testified about prescribing fentanyl patches to the defendant lorne wagner. but stopped after he found out he had been charged.,  fentanyl,36156989, StaceyJReports, writer of impressive stories. award winning journalist. video journalist with cbc windsor.,0,0,918, Canada, None
345,8.45E+17, Thu Mar 23 18:28:17 +0000 2017,1.49E+12, im bouts some fentanyl,  fentanyl,1594731277, superchefgod, none,0,0,179, None, None
484,8.45E+17, Fri Mar 24 02:26:24 +0000 2017,1.49E+12, @integritybc hows the court preparation coming for kaz the muffler man tyabjis fentanyl  trafficking hearing,  fentanyl,1187897874, mcmounce, retired police detective. sailor.  agent provocateur. never drink the koolaid that politicians keep offering you,0,0,445, North Vancouver: BC Canada, None
603,8.45E+17, Fri Mar 24 14:31:45 +0000 2017,1.49E+12, california is considering a bill  sb 176  to increase prison sentences for fentanyl and carfentanil possessionsale ,  fentanyl,50338475, post_alex, death penalty defense lawyer and abolitionist. active in criminal justice policy  dabbling in urban design and transportation policy. the bay area is my home.,0,0,620, San Francisco, None
750,8.45E+17, Fri Mar 24 19:45:14 +0000 2017,1.49E+12, im so euphoric over this yall. i feel like i did after surgery last year when i got that fentanyl shot ,  fentanyl,250758108, macisaac1994, sara ann  sometimes annie. 23yearold work in progress. writer at   musician in no radio  trans american. sheherhers,0,0,106, Birmingham: AL, None
788,8.45E+17, Fri Mar 24 22:15:34 +0000 2017,1.49E+12, waterloo region police focus drug efforts on deadly opioid fentanyl ,  fentanyl,28568222, WRPSToday, this account is not monitored 247. if you have an emergency  call 911. nonemergency reports  call 519 653 7700.,0,0,1000, Waterloo Region: Ontario, None
956,8.46E+17, Sat Mar 25 14:05:20 +0000 2017,1.49E+12, company is under investigation for illegally marketing fentanyl  one of the most dangerous opiates.  abolishdea ,  fentanyl,4190867541, Pete_Geller, one of the most important things in life is what judge learned hand described as that evergnawing inner doubt as to whether youre right.,0,0,3508, Somewhere: USA, None
962,8.46E+17, Sat Mar 25 14:55:58 +0000 2017,1.49E+12, yummy trump tears. 20 bacon fat  1 fentanyl.,  fentanyl,243971858, thatgeekinit, networks  security  tech policy  politics  comedy  and little pearls of profane wisdom.,0,0,106, Washington DC, None
965,8.46E+17, Sat Mar 25 15:12:09 +0000 2017,1.49E+12, under investigation for illegally marketing fentanyl  opioid 50x stronger than heroin  linked to death of prince. ,  fentanyl,2546492697, cgstivers, dad. living colorado lifestyle. cannabis investor. medicinal mj | industrial hemp advocate. tour guide to cannabusinesses. aimhigh,0,0,681, Colorado: USA, None
1004,8.46E+17, Sat Mar 25 18:10:44 +0000 2017,1.49E+12, @361joules weingart lists fentanyl and hydromorph as both good options. do you tend to just bolus fentanyl or run an infusion,  fentanyl,218354567, tingdan, @kelownaem emergency medicine chief resident @ubc | senior editor @wearecanadiem | foamed meded caep17 | photoblogger | curator @explorechat,0,0,721, Kelowna: BC: Canada, None
1008,8.46E+17, Sat Mar 25 18:31:09 +0000 2017,1.49E+12, three charged after heroin  fentanyl seized in welland drug bust ,  fentanyl,53969028, Toronto_CP, latest news from toronto. updates are frequent.,0,0,21, Toronto: ON, {'coordinates': [43.64842391: -79.37536382]: 'type': 'Point'}
1139,8.46E+17, Sun Mar 26 04:05:11 +0000 2017,1.49E+12, @bitchshortage @drunkjoan @akamaggieak @hellishharlot damn. only time i have had fentanyl was after my massive bike crash.,  fentanyl,1126630598, metasynchronic, 100 in support of punching nazis. not using my degree. come for the outrage  stay for the animal gifs. actual unicorn. twinja whiskey,0,0,1633, Denver: CO, None
1457,8.46E+17, Mon Mar 27 03:58:56 +0000 2017,1.49E+12, work saw someone walk by pulling a pallet of boxed fentanyl. no shit. some lines run under dea guidelines. temps arent cleared for that.,  fentanyl,512834546, sidthirteen, amazing what the russians can do with a potato....,0,0,321, Illinois, {'coordinates': [42.25225225: -88.99569418]: 'type': 'Point'}
1679,8.46E+17, Mon Mar 27 21:07:16 +0000 2017,1.49E+12, heroin and illicit fentanyl were primarily to blame for the soaring rate of drug overdoses.   ,  fentanyl,62043323, adfurlan, im a physician trying to improve the person that has chronic pain when everyone else tried to improve the pain that my patient has opinions are my own,0,0,1475, Toronto: Ontario: Canada, None
1770,8.47E+17, Tue Mar 28 01:45:15 +0000 2017,1.49E+12, a designer synthetic fentanyl drug has hit the streets of jefferson county and has already killed 5 people. ,  fentanyl,331838813, BrianDwyerTV, watertownfort drum reporter for spectrum news. i blog too. one emmy away from being an emmy winner. all gramatical errors are on purpose. goblue sunyoswego,0,0,258, Watertown: NY, None
1777,8.47E+17, Tue Mar 28 02:01:58 +0000 2017,1.49E+12, @motoridersd fentanyl has its place and purpose  but those people...geesh.,  fentanyl,10891392, seismic007, lex parsimoniae. all tweets are fever induced. hipsterfriendly bacon practitioner. spambot extraordinaire. ,0,0,358, San Antonio: TX, None
1887,8.47E+17, Tue Mar 28 11:56:09 +0000 2017,1.49E+12, @realdonaldtrump america a favor od on heroin  or do a double fentanyl patch  that is how you can make america great or drink self death.,  fentanyl,464610633, LoyalDemJim, democrat for 40 yrs heart  in the constitution of the united states. i spend my days  nights getting out the facts facts do still matter. democrat activist.,0,0,2492, Florida: USA, None
1901,8.47E+17, Tue Mar 28 12:46:03 +0000 2017,1.49E+12, s881 new updating the definition of fentanyl trafficking ,  fentanyl,104723605, LegiScanMA, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Massachusetts: USA, {'coordinates': [42.358424: -71.063701]: 'type': 'Point'}
1928,8.47E+17, Tue Mar 28 14:27:26 +0000 2017,1.49E+12, anthony vita is scheduled to change plea. hes charged with dealing a lethal dose of fentanyl to morgan axe in 2015 ,  fentanyl,423735670, JustinPageNews, reporter @cnycentral | @butweets alum | boston sports fan living in central new york | rts not endorsements,0,0,502, Syracuse: NY, None
1941,8.47E+17, Tue Mar 28 14:52:23 +0000 2017,1.49E+12, @kansascityshare @kcstar as well as exhibiting abherrent drug behavior. r u aware most ods r due 2 heroin amp illegal fentanyl it is barbaric,  fentanyl,3374426979, cshel0607, clinical psychotherapist  mom of 1 miracle  baby i had at 44 totally naturally  have to know the whole story love jesus good humor and positivity,0,0,90, Cape Girardeau: MO, None
2046,8.47E+17, Tue Mar 28 19:14:47 +0000 2017,1.49E+12, my latest drug column looks at the heavy stigma of heroin use and how fentanyl is forcing us to rethink it ,  fentanyl,829490365, allison_elkin, staff writer  resident american @vicecanada  allison.tierney@vice.com,0,0,684, T6r6nt6, None
2078,8.47E+17, Tue Mar 28 20:23:03 +0000 2017,1.49E+12, u hav 2 b th dumbest drug dealer evr to cut coke with fentanyl. u could sell both separately nd make mor but ur killing ur customers instead,  fentanyl,505192698, dec_o_cards, im riding this binge into the sunset. stay tuned for updates.,0,0,203, Under-a-barstool, None
2102,8.47E+17, Tue Mar 28 21:19:23 +0000 2017,1.49E+12, @gooftroop but heroin amp fentanyl are everywhere  thanks to fl governer @flgovscott rickscott pillmills heroinepidemic opiatecrisis,  fentanyl,14058215, SpotlightSaga, your destination for all things multimedia tvreviews tvnews tvratings moviereviews filmreviews wrestlingnews videogames anime @tvshowtime community ,0,0,701, Miami Beach, None
2193,8.47E+17, Wed Mar 29 01:41:13 +0000 2017,1.49E+12, the meth and fentanyl is even cheaper. ,  fentanyl,235249082, winstarvander, former postmedia journalist  now chopping firewood to keep warm. forest lover  climate atheist. spouse of @veroscribe,0,0,341, Harrow: Ontario, None
2285,8.47E+17, Wed Mar 29 08:56:57 +0000 2017,1.49E+12, @stefankertesz my25 yr daughter had mva 2012 triggering unstoppable cps  requiring fentanyl patch.abuse amp care refusal by drs will kill her,  fentanyl,66921051, hs4265, artistphilosopherhypnotherapist,0,0,94, USA, None
2374,8.47E+17, Wed Mar 29 14:36:03 +0000 2017,1.49E+12, h975 new to enact stephens law  relative to the distribution of fentanyl that results in death ,  fentanyl,104723605, LegiScanMA, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Massachusetts: USA, {'coordinates': [42.358424: -71.063701]: 'type': 'Point'}
2403,8.47E+17, Wed Mar 29 15:25:19 +0000 2017,1.49E+12, bklyn da with bag of furanyl fentanyl.  stronger than fentanyl and not considered controlled substance in ny. ,  fentanyl,108632881, MDiamond8, wcbs 880 reporter  mom  new yorker  recovered marathoner flywheel addict.,0,0,749, NYC, None
2412,8.47E+17, Wed Mar 29 15:37:58 +0000 2017,1.49E+12, when your school sends out a fentanyl overdose warning.. ghetto,  fentanyl,3317551714, w0witsjess, im a happy go lucky ray of fucking sunshine  2787 km  you dont need tricks  you dont need treats  and you dont need me,0,0,510, ov squad up, None
2483,8.47E+17, Wed Mar 29 17:21:47 +0000 2017,1.49E+12, airline pilot  wife died from apparent fentanyl ods in ohio opioidepidemic   ,  fentanyl,2995168922, QCHarmReduction, a 501c3 dedicated to the purpose of bringing awareness to the overdose epidemic in the quad cities. we exist to save lives,0,0,156, Quad Cities - Iowa: Illinois, None
2500,8.47E+17, Wed Mar 29 17:40:11 +0000 2017,1.49E+12, u would support a drug dealer thats selling fentanyl to peoples family members basically killing them.. but wont support a stripper ,  fentanyl,7.32E+17, sheherhim_, none,0,0,127, Massachusetts: USA, None
2503,8.47E+17, Wed Mar 29 17:43:09 +0000 2017,1.49E+12, what makes a drug dealer selling fentanyl to people not caring whether theyre gonna be alive tomorrow cus he gotta feed his family right,  fentanyl,7.32E+17, sheherhim_, none,0,0,127, Massachusetts: USA, None
2679,8.47E+17, Wed Mar 29 22:53:22 +0000 2017,1.49E+12, casual drug user just assume anything could be laced with fentanyl  @gennabuck cdnhealth,  fentanyl,38495710, LaurenPelley, digital journalist at @cbctoronto and @cbcradio covering crime  culture  civic affairs. instructor at @humbercollege. get in touch lauren.pelley@cbc.ca,0,0,1041, Toronto, None
2697,8.47E+17, Wed Mar 29 23:27:58 +0000 2017,1.49E+12, tytlive and fentanyl killed prince,  fentanyl,98718069, burnodo, thank you  bernie thank you  jill oneworld onelove freeleonardpeltier,0,0,725, NY, None
2742,8.47E+17, Thu Mar 30 00:38:40 +0000 2017,1.49E+12, nyc suffered 1 200 overdoses  but only 335 murders. @deanmeminger with the latest on furanyl fentanyl  also known a ,  fentanyl,2686551428, morenabasteiro, news researcher  weekend assignment editor @ny1 | morena.basteiro@charter.com | argentine | views are my own,0,0,228, Brooklyn: NY, None
2753,8.47E+17, Thu Mar 30 00:43:43 +0000 2017,1.49E+12, ppl. dying of oxy  fentanyl  etc. and trump asks if its about loose borders. hes got to be the stupidest man in america @chrislhayes,  fentanyl,19554241, Polislice, the right are ideologues. libertarians are ridiculous. only the left is trying to make things work. check out my blog  unite blue,0,0,2237, Bridgewater: NJ, None
2769,8.47E+17, Thu Mar 30 01:07:02 +0000 2017,1.49E+12, .@tuckercarlson the va is the worst on prescribing opioids and fentanyl end of life drugs. deathpanels vascandal @petehegseth veterans,  fentanyl,230859523, HarrietBaldwin, baldwin social media. commentator  constitutional conservative.  troublemaker for liberty   love my country. veterans. animal rescue.   lovefl,0,0,3165, ‰Û¡å_ USA , None
2850,8.47E+17, Thu Mar 30 02:28:11 +0000 2017,1.49E+12, @oooooodonna @ronanfitz22 @alexberezow yes fentanyl like meth was figured out by mexican scientists figured out how to make both for pennys,  fentanyl,8.25E+17, KennethKiefer5, ask what u can do for your country not what can country do for me. jfk.,0,0,79, ANY TOWN AMERICA , None
2903,8.47E+17, Thu Mar 30 04:05:41 +0000 2017,1.49E+12, recent furanyl fentanyl news stories  via @abc7ny,  fentanyl,1883549077, hspirit13, father of a 13 year young son murdered  by the n.y.p.d. . coverup by n.y.p.d. and brooklyn das hynes  thompson and gonzalez,0,0,589, Amerikkk, None
2945,8.47E+17, Thu Mar 30 07:44:59 +0000 2017,1.49E+12, @allinwithchris please dont forget that there are those who take opiates  including fentanyl for their proper purposeampdo so responsibly,  fentanyl,182527683, dr7854, love outdoors skiing hockeygo flyers family mountainswaterwatch collectordesigner metalsmithphotographerlove2learn,0,0,2223, New Jersey: (suburb of Philly), None
2966,8.47E+17, Thu Mar 30 11:10:55 +0000 2017,1.49E+12, @cspanwj ask about extendedrelease narcotics ms contin  oxycontin  fentanyl,  fentanyl,760175760, montanamodi, music is life. human rights activist. hoosier born  love the west. kurt vonnegut  moody blues fan. its  springtime in the rockies. peace.,0,0,297, Montana: USA, None
3197,8.48E+17, Thu Mar 30 19:46:01 +0000 2017,1.49E+12, @williamwave3 @wave3news do we have evidence that fentanyl overdoses are from actual prescriptions i think its mo ,  fentanyl,288471933, vtdocmom, family doc treating addiction in ky as @unbridledmd  married to @kyhokieschris  raising 2 boys  and obsessing daily over virginia tech football  athletics.,0,0,631, La Grange: KY, None
3214,8.48E+17, Thu Mar 30 20:39:32 +0000 2017,1.49E+12, deadly highs fentanyllaced heroin deaths on the rise in beaufort  jasper counties   ,  fentanyl,129077144, GrahamCawthon, engagement editor at @islandpacket and @beaufortgazette. longtime @shelbystar journalist. former military brat. godzilla once gave me a cookie.,0,0,2626, Bluffton: SC, None
3215,8.48E+17, Thu Mar 30 20:43:47 +0000 2017,1.49E+12, 33wasnt tabs it was fentanyl.if he thought he was taking tabsamptook 89. that wud xplain the od aftr atlampdeath cops shud look at it as murdr,  fentanyl,1865737189, EzzeEric, none,0,0,229, bham, None
3240,8.48E+17, Thu Mar 30 21:25:06 +0000 2017,1.49E+12, so the new drug fentanyl is said to be 50 times more potent than heroine  what kind of crack head would think thats a good idea,  fentanyl,896641243, BryeSingleton, but im a champion  so i turn tragedy to triumph  make music thats fire  spit my soul through the wire. truetoatlanta how sweet it is,0,0,322, Draketown: Ga, None
3446,8.48E+17, Fri Mar 31 10:10:46 +0000 2017,1.49E+12, @castronovoshow theyre cutting it with fentanyl,  fentanyl,32825616, paull_m, none,0,0,35, Pembroke Pines: FL, None
3498,8.48E+17, Fri Mar 31 14:27:57 +0000 2017,1.49E+12, new timeline of global efforts to control trade in fentanyl analogues demonstrates triumph of innovation over regul ,  fentanyl,17217772, cmoraff, i cover justice  infosec  civil liberties  drugwar for @thedailybeast  @nextcityorg  @thecrimereport. reputedly one of the most rational people on twitter.,0,0,2193, River Wards: PHILLY, None
3584,8.48E+17, Fri Mar 31 18:04:54 +0000 2017,1.49E+12, @nihbear i had an anaesthetist friend who signed up for a study because they were testing fentanyl lollipops. he was fun.,  fentanyl,2139671, drgitlin, automotive editor for ars technica  former science policy drone.  amateur racing driver. views are mine and mine alone. often absurd  sometimes serious.,0,0,1027,20001, None
3650,8.48E+17, Fri Mar 31 21:15:56 +0000 2017,1.49E+12, yall see that dumb ass from ridgeville that had the fentanyl shipped to his house ........ lmao,  fentanyl,53207325, Pjc427, my gif game is strong dont judge me just because you sin differently cleveland sports irish football. lover of flavored iced teas. ,0,0,556, Cleveland , None
3812,8.48E+17, Sat Apr 01 06:29:36 +0000 2017,1.49E+12, @cdawg505 all the chorus is... fentanyl dope... being honest ,  fentanyl,394675044, DNew240, music producerartist...propulsion entertainment d.new240@gmail.com thereal240 oneinyourhat or cityfyied,0,0,2462, PA, None
3820,8.48E+17, Sat Apr 01 07:53:07 +0000 2017,1.49E+12, indiana state police superintendent writes letter warning of fentanyl dangers ,  fentanyl,62169540, IndianapolisCP, breaking news and weather updates from indianapolis.,0,0,3, Indianapolis: IN, {'coordinates': [39.76690667: -86.15650321]: 'type': 'Point'}
4081,8.48E+17, Sun Apr 02 05:48:07 +0000 2017,1.49E+12, police arrest 16  seize 10 000 bags of heroin  fentanyl in nj drugs and guns bust  officials say ,  fentanyl,57976284, PhiladelphiaCP, breaking news and weather updates from philadelphia.,0,0,47, Philadelphia, {'coordinates': [39.93997834: -75.16645509]: 'type': 'Point'}
4082,8.48E+17, Sun Apr 02 05:52:22 +0000 2017,1.49E+12, overdose  fentanyl deaths taking the lives of daughters  sisters  people much loved by their families.  more reh ,  fentanyl,1730897000, PaulDoroshenko, made from space dust just like everyone else. lawyer in vancouver bc. mostly interested in exploring ideas  defending pragmatic opinions. and blocking trolls.,0,0,1192, Vancouver: British Columbia, None
4189,8.49E+17, Sun Apr 02 18:10:25 +0000 2017,1.49E+12, i had fentanyl and an epidural. ,  fentanyl,3232847036, aphronue,  im someone thats willing to live every emotion with you as if its my own. tweets astrology   music   and popculture  ig @aphronue,0,0,166, California: USA, None
4359,8.49E+17, Mon Apr 03 05:06:39 +0000 2017,1.49E+12, @spnbmb @velartrill im done with the whole fentanyl fandom now,  fentanyl,1071091, substitute, i would prefer not to.,0,0,1189, Pollo del Mar: CA, None
10,8.49E+17, Mon Apr 03 14:52:32 +0000 2017,1.49E+12, .@franklaroses legislation increases penalties for traffickers of fentanyl amp other opioids ,  fentanyl,246824198, OhioSenateGOP, official twitter page of the ohio senate republican caucus  senator @larryobhof  president,0,0,650, Ohio: USA, None
40,8.49E+17, Mon Apr 03 17:13:17 +0000 2017,1.49E+12, nflis brief fentanyl  20012015 national forensic laboratory information system ,  fentanyl,268478648, SabraRuvera, forensic toxicologist bufaculty      ceo ftox consulting  llc  quality controlquality assurance  dabftft    ,0,0,2200, Boston: MA, None
73,8.49E+17, Mon Apr 03 18:47:03 +0000 2017,1.49E+12, @nickeagland @theprovince @vancouversun @wordpressdotcom am i t only 1 who would like 2 kno t nexus w kreepykhristy judytyabji etc fentanyl,  fentanyl,776750065, electfraud2011, canada ted mussons  2011 fed elect fraud protest vict2ott help turf harpy walkbc from ab sick in hope recuperating in vict island mid feb stop kreepykhristy,0,0,169, Victoria BC Canada, None
174,8.49E+17, Tue Apr 04 00:12:47 +0000 2017,1.49E+12, please dear god i want each and every one of you to realize how dangerous fentanyl is and to promise me you will never do it ,  fentanyl,80296034, _elllaa, huge believer in the overuse of punctuation marks  ,0,0,204, Canada, None
204,8.49E+17, Tue Apr 04 02:00:47 +0000 2017,1.49E+12, i run this while county u trailer park poor ass fentanyl ass serving fools no damn well u scared n lazy,  fentanyl,82490697, YungChukkie,   this place,0,0,74, None, None
268,8.49E+17, Tue Apr 04 11:00:04 +0000 2017,1.49E+12, cats out of the bag  its too late. people will just buy fentanyl online. 80 for 500 mg  docs will just be squeezed out  pt drop off radar.,  fentanyl,464146711, laurencstill, black sheep of hitpol interested in infosec  hamr  embedded hardware  glassworking  rstats  openedu  and radiology. im still undecided about running.,0,0,2537, SFO Ì´ÌÁ PDX Ì´ÌÁ PHX Ì´ÌÁ WPB Ì´ÌÁ DCA, None
325,8.49E+17, Tue Apr 04 16:01:51 +0000 2017,1.49E+12, i just want to buy my fentanyl without your trans feminist virtue signalling,  fentanyl,8.27E+17, tmwinthebattle, my daddys son. jeff sessions smokes mids.,0,0,128, New Orleans: LA, None
329,8.49E+17, Tue Apr 04 16:20:49 +0000 2017,1.49E+12, @justinalpertesq @helpnothandcuff its the extra insidious part of fentanyl. its completely synthetic  which makes ,  fentanyl,21633721, SStirling, data reporter for nj advance media  weather guy @njdotcom  occasional contributor to @fivethirtyeight  rabid devilsmets fan  rowan alum. opinions my own.,0,0,4003, Jersey City: NJ, None
365,8.49E+17, Tue Apr 04 18:59:38 +0000 2017,1.49E+12, well kids this morning i woke up  .coughing really badly almost like drowningmy shakes might b due 2my fentanyl pain patch,  fentanyl,22698796, CarmenSD1, god had no purpose for me after mom diedanybody near me denied me the love id have enjoyedabove all else you need love to livenow feel my wrath,0,0,4567, EAGERLY AWAITING MY DEATH!!, {'coordinates': [33.3924801: -112.0337711]: 'type': 'Point'}
458,8.49E+17, Wed Apr 05 00:44:18 +0000 2017,1.49E+12, @jfruh those fentanyl maitais really paid off,  fentanyl,1126362018, MyrlCrowe, newspaper clippings. appealingappalling jumbles solutions.  avatars that only last a day.,0,0,770, Iowa's Appendix, None
546,8.49E+17, Wed Apr 05 04:13:40 +0000 2017,1.49E+12, again  gentle reminder that fentanyl is fatal and will devastate your whole family in ways you cant imagine. say no.,  fentanyl,80296034, _elllaa, huge believer in the overuse of punctuation marks  ,0,0,204, Canada, None
573,8.50E+17, Wed Apr 05 07:46:08 +0000 2017,1.49E+12, h988 new to update the definition of fentanyl ,  fentanyl,104723605, LegiScanMA, national public service for legislative tracking and data api both free and subscription offerings with advanced monitoring  research  and reporting tools.,0,0,1, Massachusetts: USA, {'coordinates': [42.358424: -71.063701]: 'type': 'Point'}
655,8.50E+17, Wed Apr 05 16:43:43 +0000 2017,1.49E+12, even in strong fentanyl overdose  initial dose of naloxone lt0.15 mg is advised as higher doses associated with opioid withdrawal 6. ubc,  fentanyl,218354567, tingdan, @kelownaem emergency medicine chief resident @ubc | senior editor @wearecanadiem | foamed meded caep17 | photoblogger | curator @explorechat,0,0,721, Kelowna: BC: Canada, None
839,8.50E+17, Wed Apr 05 22:48:55 +0000 2017,1.49E+12, need a steady supply of fentanyl administered by a healthcare professional asap stat pampty,  fentanyl,22208900, katieraezn, if a hot shower doesnt fix your problems then you probably need oprah.,0,0,567, BK / PA, None
844,8.50E+17, Wed Apr 05 23:00:07 +0000 2017,1.49E+12, @rbhar90 why do we need new drugs isnt fentanyl good enough unless youre making superfentanyl  in which case  please continue.,  fentanyl,25455095, maxbaroi, my name is max. my world is fire and blood.,0,0,356, South Pasadena: CA: USA, None
872,8.50E+17, Thu Apr 06 00:24:46 +0000 2017,1.49E+12, ive seen a lot in the adgame. but how much fentanyl was involved in developing and approving this advertising ,  fentanyl,211550181, chrissanislo, copywriter by day  boxer  beer league hockey thug by night  shit disturber usually  and hamont proud foreva,0,0,490, Hamilton: Ontario, None
984,8.50E+17, Thu Apr 06 11:58:54 +0000 2017,1.49E+12, i cant even believe fentanyl is a thing,  fentanyl,80086299, era_extrana, terrence howards daughter.,0,0,475, bk ‰Û¡ÌÝå¢ ny, None
1087,8.50E+17, Thu Apr 06 17:17:10 +0000 2017,1.49E+12, we see it is ct too fentanyl adds a new terror for people abusing opioids  @nprhealth,  fentanyl,834565657, DoctorOlson, internal medicine  primary care  addiction medicine doc serving the underserved,0,0,437, Fair Haven FQHC: New Haven: CT, None
1140,8.50E+17, Thu Apr 06 20:28:05 +0000 2017,1.49E+12, opioid more powerful than fentanyl found in york region  police warn. ,  fentanyl,53969028, Toronto_CP, latest news from toronto. updates are frequent.,0,0,21, Toronto: ON, {'coordinates': [43.64842391: -79.37536382]: 'type': 'Point'}
1141,8.50E+17, Thu Apr 06 20:33:02 +0000 2017,1.49E+12, this is so frightening  opioid more powerful than fentanyl found in york region  police warn ,  fentanyl,957949201, LisaLaceby, none,0,0,86, None, None
1172,8.50E+17, Thu Apr 06 22:04:19 +0000 2017,1.49E+12, i think its insanely ironic that theres a brand of fentanyl called sublimaze. subliminal maze of addiction,  fentanyl,57823873, SCiENTAURUS, someone once called me a walking anime about a rapper,0,0,1145, Rapid City: SD-The Black Hills, None
1194,8.50E+17, Fri Apr 07 13:45:07 +0000 2017,1.49E+12, hb477 adding strong penalties for dealers amp traffickers of heroin    and fentanyl is headed to full house for vote.,  fentanyl,40088751, RepJimBoyd, husband  father  businessman. florida house of representatives  district 71  manatee  sarasota counties,0,0,630, Bradenton: FL, None
44,8.27E+17, Thu Feb 02 20:08:30 +0000 2017,1.49E+12, multiple fentanyl overdoses  new haven  connecticut  june 23  2016 anthony j. tomassoni  md hawk  md et al ,  fentanyl,268478648, SabraRuvera, forensic toxicologist bufaculty      ceo ftox consulting  llc  quality controlquality assurance  dabftft    ,0,0,2176, Boston: MA, None
61,8.27E+17, Thu Feb 02 20:39:33 +0000 2017,1.49E+12, same shit  first it was the fentanyl patches then another med i hate this shit,  fentanyl,579046070, TomUnderwood9, i like boxing  mma football hockey soccer fishing  enjoy listening to and playing music happily married with 3kids i love i wont follow bloggers,0,0,1340, United States, None
